onset_start_ms,onset_end_ms,onset_duration_ms,span_start_ms,span_end_ms,span_duration_ms,num_onsets,RS
241036.0832,241058.36544,22.282240000000456,241043.00544,241207.296,164.290559999994,5,4.724205654396911
246885.00736,246887.2192,2.2118400000035763,246885.53984,246945.9968,60.456959999981336,3,5.550803135831586
263623.80288,263651.86048,28.057600000000093,263641.9072,264125.97248,484.0652799999807,7,7.310010626780667
263914.04544,263943.45472,29.409279999963474,263935.28319999995,264110.01856,174.7353600000497,6,5.73827179469108
266430.95552,266654.39232,223.43679999996675,266505.50272,266830.6432,325.14048000000184,19,7.797394071650291
270064.68096,270153.5232,88.84223999996902,270116.16768,271637.36063999997,1521.1929599999567,10,5.075777720342225
272292.08576,272367.94368,75.85792000003858,272327.39328,272444.53888,117.14559999998892,11,7.727132326802545
282322.45248,282438.81984,116.36736000003293,282377.70752,282680.40192,302.6943999999785,13,6.862371876163863
284987.10528,285069.312,82.2067199999583,285022.49472,285208.41216,185.91743999999017,17,15.690738180535707
286631.19872,286793.1136,161.91487999999663,286719.46752,286921.3184,201.8508799999836,23,14.916638999046167
287922.25792,288004.58752,82.3295999999973,287968.37888,288066.23232,97.85344000003533,15,13.234054453734526
304230.52288,304338.41152,107.88864000001922,304286.96576000005,304542.24896,255.2831999999471,14,8.78537951564122
307582.73024,307589.89824,7.168000000005122,307585.7408,307810.52928,224.78847999998834,4,5.686522571813871
