onset_start_ms,onset_end_ms,onset_duration_ms,span_start_ms,span_end_ms,span_duration_ms,num_onsets,RS
12466.46272,12600.5248,134.0620799999997,12514.87744,12682.89536,168.01792000000023,19,16.05511668309361
14358.69184,14379.78624,21.09439999999995,14365.94176,14634.22976,268.28800000000047,5,5.522345293382369
20631.18336,20797.39904,166.21568000000116,20709.08928,20924.04736,214.95808000000034,17,9.201354320399588
21093.21216,21303.41888,210.20672000000195,21172.87936,21612.09344,439.21408000000156,15,5.418468507153234
22260.20352,22485.27872,225.0751999999993,22398.5664,22613.89312,215.32672000000093,19,9.117719779727517
22811.648,22813.65504,2.0070400000004156,22813.16352,23294.27968,481.1161600000014,3,6.684646741060554
27560.83712,27600.2816,39.44447999999829,27584.73728,27762.15552,177.41823999999906,6,4.793414161379054
136464.71168,136659.968,195.25631999998586,136556.05248,136710.36927999998,154.3167999999714,14,5.005383929478516
231258.7264,231260.32384,1.5974399999831803,231259.32032,231414.90688000002,155.5865600000252,4,11.960364923863294
317566.93504,317568.69632,1.7612799999769777,317567.30368,317621.41184,54.10816000000341,3,6.990989236229739
322393.4976,322414.75584,21.258239999995567,322402.14016,323176.52992,774.3897599999909,5,5.47163138957718
322761.9328,322825.70752,63.7747199999867,322789.62176,322964.35712,174.7353599999915,7,4.767383636588976
330792.59136,330830.80704,38.21567999996478,330813.35808,331384.91392,571.5558400000446,11,15.256464970820701
330911.82592,330925.95712,14.131200000003446,330920.59135999996,331249.8688,329.2774400000344,4,4.775958503773484
335837.22496,335928.68864,91.4636799999862,335877.632,336133.18143999996,255.5494399999734,12,9.380787777514051
345443.69664,345491.70176,48.00512000004528,345465.32352,345615.29856,149.97504000004847,6,4.829086157166671
347072.34816,347109.29408,36.9459200000274,347094.58944,347407.872,313.28255999996327,8,8.908241127647614
347689.86112,347692.68736,2.8262399999657646,347690.63936,348024.0128,333.37344000005396,3,5.92564887541673
367908.0448,367912.42752,4.382720000052359,367910.83008,368171.66336,260.83328000002075,3,4.840236356012747
385863.35232,385872.6912,9.338879999995697,385866.42432,386524.24192,657.8176000000094,4,5.911846765240973
387521.98656,387614.72,92.73343999998178,387567.32927999995,387830.0672,262.73792000004323,10,5.9876149693691225
391553.024,391604.38784,51.36384000000544,391578.2144,391620.07551999995,41.86111999995774,8,6.856422505571608
403747.47136,403751.81312,4.34175999998115,403750.17472,403938.79552,188.62079999997513,3,4.868673013711904
