Region,onset_start_ms,onset_end_ms,onset_duration_ms,span_start_ms,span_end_ms,span_duration_ms,Num_Events,RS,Method
GPi,9042.78016,9054.08512,11.304959999999483,9046.09792,9096.76544,50.66751999999906,3,4.172904567364414,RS_region_onsets
GPi,10041.42592,10043.06432,1.6383999999998196,10042.22464,10381.53728,339.3126400000001,4,12.918943989251332,RS_region_onsets
GPi,12257.77152,12740.73088,482.9593599999989,12558.7456,12762.70592,203.96032000000014,30,18.4521101735125,RS_region_onsets
GPi,13046.3744,13149.96224,103.58784000000014,13118.0544,13552.51712,434.46271999999954,7,4.867435086312784,RS_region_onsets
GPi,13750.59968,13807.98464,57.38496000000123,13781.68832,13935.53408,153.84576000000015,7,7.782945202353879,RS_region_onsets
GPi,14315.60192,14379.78624,64.1843200000003,14360.1664,14364.38528,4.218880000000354,5,4.152395738728114,RS_region_onsets
GPi,18635.73504,18647.28576,11.550719999999274,18639.646719999997,18805.12512,165.4784000000036,4,6.959804980765494,RS_region_onsets
GPi,19681.36192,19881.00096,199.63904000000184,19782.0416,20156.17024,374.128639999999,11,5.882304056617857,RS_region_onsets
GPi,20086.04672,20099.80928,13.76256000000285,20091.82208,20121.74336,29.92127999999866,4,6.313780005276108,RS_region_onsets
GPi,20600.70912,20925.0304,324.3212800000001,20793.89696,20923.392,129.4950400000016,24,17.871527131606523,RS_region_onsets
GPi,21062.12352,21247.95904,185.83552000000054,21135.60576,21624.50432,488.89856000000145,10,4.910939906103087,RS_region_onsets
GPi,22260.20352,22300.50816,40.30464000000211,22288.384,22613.89312,325.50912000000244,5,5.513200969007638,RS_region_onsets
GPi,22410.97728,22485.27872,74.30143999999927,22450.62656,22781.358079999998,330.73151999999754,8,8.088029850633209,RS_region_onsets
GPi,24387.01056,24399.29856,12.288000000000466,24393.15456,24448.08192,54.9273600000015,3,3.9807445615701713,RS_region_onsets
GPi,25827.77856,25926.77888,99.00032000000283,25876.2752,25982.07488,105.79968000000008,7,5.003887368693567,RS_region_onsets
GPi,29131.93984,29265.55136,133.6115200000022,29205.38112,29281.8944,76.51328000000285,9,5.783975080776501,RS_region_onsets
GPi,30097.16224,30107.15648,9.99423999999999,30100.31616,30252.93312,152.61696000000302,3,4.381923165582181,RS_region_onsets
GPi,31354.22464,31413.41184,59.1872000000003,31376.42496,31499.264,122.83903999999893,6,5.799665242625181,RS_region_onsets
GPi,43817.20576,43945.7792,128.57344000000012,43890.15552,44037.50912,147.3536000000022,8,5.083924147175448,RS_region_onsets
GPi,44221.8496,44255.19104,33.34143999999651,44244.62336,44699.5456,454.9222399999999,4,4.052915645273917,RS_region_onsets
GPi,47057.79712,47116.94336,59.14623999999458,47087.49312,47154.66752,67.17440000000352,5,4.009003571427218,RS_region_onsets
GPi,48771.72736,48860.48768,88.76032000000123,48840.78592,49047.26528,206.47935999999754,7,6.120933214716228,RS_region_onsets
GPi,50874.90048,50885.75488,10.854400000003807,50876.25216,50999.54176,123.2896000000037,3,4.328893093188581,RS_region_onsets
GPi,51879.36256,52193.56672,314.20416000000114,52046.848,52152.77056,105.92255999999907,13,4.592956570404272,RS_region_onsets
GPi,55762.3296,55790.30528,27.975680000003194,55777.955839999995,55996.29312,218.337280000007,4,4.45518694580198,RS_region_onsets
GPi,57956.18816,57998.49984,42.31167999999889,57979.61728,58034.95424,55.336960000000545,5,5.128130416857022,RS_region_onsets
GPi,60724.51072,60727.45984,2.9491200000047684,60724.51072,60781.07648,56.56576000000496,3,6.687731875061244,RS_region_onsets
GPi,61196.57472,61205.13536,8.560640000003332,61204.19328,61252.77184,48.578560000001744,3,4.763656649533193,RS_region_onsets
GPi,65143.3984,65179.40224,36.00384000000486,65158.67648,65318.54336,159.8668800000014,5,5.797269317561753,RS_region_onsets
GPi,68297.23648,68468.28544,171.04896000000008,68367.54432,68571.87328,204.32895999999892,10,6.146799022927538,RS_region_onsets
GPi,70292.0704,70294.3232,2.2528000000020256,70292.76672,70528.16384,235.39711999999417,3,7.195231206019608,RS_region_onsets
GPi,76523.06944,76546.58048,23.511039999997593,76532.18304,76610.99008,78.80703999999969,6,9.796348376314462,RS_region_onsets
GPi,79879.65952,79895.59296,15.933439999993425,79888.71168000001,80097.52575999999,208.8140799999819,4,5.9646964191498135,RS_region_onsets
GPi,88180.28544,88194.58048,14.295039999997243,88188.21119999999,88401.73568,213.52448000000732,4,6.439124642950734,RS_region_onsets
GPi,97201.7664,97212.416,10.649600000004284,97208.32,97378.83648,170.51647999999113,3,4.2586202130603805,RS_region_onsets
GPi,97673.54368,97678.7456,5.201919999992242,97674.07616,97843.44576,169.36960000000545,3,5.652508455302534,RS_region_onsets
GPi,98316.94336,98335.1296,18.18623999999545,98326.07744,98367.44704,41.36960000000545,4,5.561115604136386,RS_region_onsets
GPi,101328.56832,101341.184,12.61567999998806,101328.81408,101489.90976,161.09567999999854,3,4.13771772852656,RS_region_onsets
GPi,102411.264,102430.55616,19.29215999999724,102424.18688,102518.35392,94.16704000000027,4,5.481582214709256,RS_region_onsets
GPi,120782.47936,120794.27584,11.796480000004522,120790.77376000001,121145.79456,355.02079999998386,4,6.795475370102938,RS_region_onsets
GPi,122857.2672,122865.50016,8.23295999999391,122861.568,122918.87104,57.30303999999887,3,4.752845809240583,RS_region_onsets
GPi,124453.56032,124610.43712,156.87679999999818,124547.64544,124680.31488,132.6694400000124,9,5.381272626587482,RS_region_onsets
GPi,125330.18624,125340.75392,10.567680000007385,125339.77088,125718.9376,379.16672000000835,3,4.408974981157099,RS_region_onsets
GPi,127985.95072,128141.27104,155.32032000001345,128048.08704,128370.44224,322.3552000000054,9,5.262555867671445,RS_region_onsets
GPi,128803.84,129386.98752,583.1475199999986,129144.05376,129392.2304,248.17664000000514,21,6.232438891111963,RS_region_onsets
GPi,131000.44288,131253.57568,253.13280000000668,131094.28224,131269.75488,175.47263999999268,10,3.9412635578382527,RS_region_onsets
GPi,136381.56288,136782.68416,401.1212799999921,136601.6,136913.18272,311.5827200000058,19,8.528186225872574,RS_region_onsets
GPi,137911.99232,137975.93088,63.9385600000096,137930.77247999999,138033.07008,102.29760000001988,6,6.004967497855581,RS_region_onsets
GPi,140200.79616,140224.96256,24.166400000016438,140212.28544,140491.03872,278.75328000000445,4,5.071917404798743,RS_region_onsets
GPi,141147.38176,141160.20224,12.820480000023963,141151.27296,141217.34144,66.06847999998718,3,3.9487555075279577,RS_region_onsets
GPi,142950.4,142979.03104,28.631040000007488,142961.09055999998,143254.34368,293.2531200000085,4,4.514615479484622,RS_region_onsets
GPi,143351.84896,143370.93632,19.087360000004992,143364.01408,143438.99135999999,74.97727999999188,4,5.510793745158974,RS_region_onsets
GPi,149066.79296,149109.02272,42.22976000001654,149097.71776,149196.3904,98.67264000000432,5,5.272764095881232,RS_region_onsets
GPi,150003.42528,150005.67808,2.2528000000165775,150004.81792,150083.01056,78.19263999999384,3,7.254604972824717,RS_region_onsets
GPi,156390.27712,156397.73184,7.454719999979716,156393.14432,156439.92064,46.77632000000449,3,4.8912166920983235,RS_region_onsets
GPi,157678.96064,157692.39552,13.434879999986151,157680.72192,159003.8528,1323.1308799999824,3,3.937248822016704,RS_region_onsets
