Electrode,Cluster,Spike_ms,IsBurst,BurstIndex
microGPi1_L_6_CommonFiltered,0,1141.3504,False,-1
microGPi1_L_6_CommonFiltered,0,1980.12928,False,-1
microGPi1_L_6_CommonFiltered,0,3169.8944,False,-1
microGPi1_L_6_CommonFiltered,0,4647.7312,False,-1
microGPi1_L_6_CommonFiltered,0,4714.37312,False,-1
microGPi1_L_6_CommonFiltered,0,5640.43776,False,-1
microGPi1_L_6_CommonFiltered,0,6025.37984,False,-1
microGPi1_L_6_CommonFiltered,0,7932.27264,False,-1
microGPi1_L_6_CommonFiltered,0,8915.92704,False,-1
microGPi1_L_6_CommonFiltered,0,9115.8528,False,-1
microGPi1_L_6_CommonFiltered,0,9332.65408,False,-1
microGPi1_L_6_CommonFiltered,0,9449.51296,False,-1
microGPi1_L_6_CommonFiltered,0,9482.73152,False,-1
microGPi1_L_6_CommonFiltered,0,9566.12608,False,-1
microGPi1_L_6_CommonFiltered,0,9799.43424,False,-1
microGPi1_L_6_CommonFiltered,0,9975.02976,False,-1
microGPi1_L_6_CommonFiltered,0,9999.64672,False,-1
microGPi1_L_6_CommonFiltered,0,10349.64992,False,-1
microGPi1_L_6_CommonFiltered,0,10382.90944,False,-1
microGPi1_L_6_CommonFiltered,0,10482.85184,False,-1
microGPi1_L_6_CommonFiltered,0,10582.95808,False,-1
microGPi1_L_6_CommonFiltered,0,10686.99648,False,-1
microGPi1_L_6_CommonFiltered,0,11249.95072,False,-1
microGPi1_L_6_CommonFiltered,0,11299.92192,False,-1
microGPi1_L_6_CommonFiltered,0,11933.2864,False,-1
microGPi1_L_6_CommonFiltered,0,12366.76608,False,-1
microGPi1_L_6_CommonFiltered,0,12766.90432,False,-1
microGPi1_L_6_CommonFiltered,0,13033.63584,False,-1
microGPi1_L_6_CommonFiltered,0,13050.38848,False,-1
microGPi1_L_6_CommonFiltered,0,13316.99712,False,-1
microGPi1_L_6_CommonFiltered,0,13583.85152,False,-1
microGPi1_L_6_CommonFiltered,0,13612.48256,False,-1
microGPi1_L_6_CommonFiltered,0,13933.85472,False,-1
microGPi1_L_6_CommonFiltered,0,14100.48,False,-1
microGPi1_L_6_CommonFiltered,0,14117.2736,False,-1
microGPi1_L_6_CommonFiltered,0,14250.63936,False,-1
microGPi1_L_6_CommonFiltered,0,14417.3056,False,-1
microGPi1_L_6_CommonFiltered,0,14483.94752,False,-1
microGPi1_L_6_CommonFiltered,0,14700.70784,False,-1
microGPi1_L_6_CommonFiltered,0,14967.48032,False,-1
microGPi1_L_6_CommonFiltered,0,15376.384,False,-1
microGPi1_L_6_CommonFiltered,0,15393.05472,False,-1
microGPi1_L_6_CommonFiltered,0,15567.62624,False,-1
microGPi1_L_6_CommonFiltered,0,16317.6448,False,-1
microGPi1_L_6_CommonFiltered,0,16667.77088,False,-1
microGPi1_L_6_CommonFiltered,0,16701.2352,False,-1
microGPi1_L_6_CommonFiltered,0,17701.4784,False,-1
microGPi1_L_6_CommonFiltered,0,17841.02912,False,-1
microGPi1_L_6_CommonFiltered,0,17901.44512,False,-1
microGPi1_L_6_CommonFiltered,0,18084.94592,False,-1
microGPi1_L_6_CommonFiltered,0,18118.2464,False,-1
microGPi1_L_6_CommonFiltered,0,18368.3072,False,-1
microGPi1_L_6_CommonFiltered,0,18601.73824,False,-1
microGPi1_L_6_CommonFiltered,0,18635.07968,False,-1
microGPi1_L_6_CommonFiltered,0,18970.8288,False,-1
microGPi1_L_6_CommonFiltered,0,19568.68096,False,-1
microGPi1_L_6_CommonFiltered,0,19985.48992,False,-1
microGPi1_L_6_CommonFiltered,0,21169.152,False,-1
microGPi1_L_6_CommonFiltered,0,21569.29024,False,-1
microGPi1_L_6_CommonFiltered,0,21602.67264,False,-1
microGPi1_L_6_CommonFiltered,0,22338.43712,False,-1
microGPi1_L_6_CommonFiltered,0,22553.06752,False,-1
microGPi1_L_6_CommonFiltered,0,22703.104,False,-1
microGPi1_L_6_CommonFiltered,0,24166.35904,False,-1
microGPi1_L_6_CommonFiltered,0,24170.16832,False,-1
microGPi1_L_6_CommonFiltered,0,24230.62528,False,-1
microGPi1_L_6_CommonFiltered,0,24853.9136,False,-1
microGPi1_L_6_CommonFiltered,0,25304.02304,False,-1
microGPi1_L_6_CommonFiltered,0,25670.81984,False,-1
microGPi1_L_6_CommonFiltered,0,25787.63776,False,-1
microGPi1_L_6_CommonFiltered,0,26293.8624,False,-1
microGPi1_L_6_CommonFiltered,0,26877.37856,False,-1
microGPi1_L_6_CommonFiltered,0,26961.42848,False,-1
microGPi1_L_6_CommonFiltered,0,27842.56,False,-1
microGPi1_L_6_CommonFiltered,0,28005.21216,False,-1
microGPi1_L_6_CommonFiltered,0,28088.56576,False,-1
microGPi1_L_6_CommonFiltered,0,28638.74048,False,-1
microGPi1_L_6_CommonFiltered,0,28972.27776,False,-1
microGPi1_L_6_CommonFiltered,0,29322.48576,False,-1
microGPi1_L_6_CommonFiltered,0,29609.7792,False,-1
microGPi1_L_6_CommonFiltered,0,29939.34336,False,-1
microGPi1_L_6_CommonFiltered,0,30672.97792,False,-1
microGPi1_L_6_CommonFiltered,0,30722.99008,False,-1
microGPi1_L_6_CommonFiltered,0,31239.82336,False,-1
microGPi1_L_6_CommonFiltered,0,31773.40928,False,-1
microGPi1_L_6_CommonFiltered,0,32490.12736,False,-1
microGPi1_L_6_CommonFiltered,0,32757.06368,False,-1
microGPi1_L_6_CommonFiltered,0,33326.85824,False,-1
microGPi1_L_6_CommonFiltered,0,34941.21472,False,-1
microGPi1_L_6_CommonFiltered,0,35043.00032,False,-1
microGPi1_L_6_CommonFiltered,0,35358.02368,False,-1
microGPi1_L_6_CommonFiltered,0,35541.56544,False,-1
microGPi1_L_6_CommonFiltered,0,35983.85152,False,-1
microGPi1_L_6_CommonFiltered,0,36458.45504,False,-1
microGPi1_L_6_CommonFiltered,0,36558.72512,False,-1
microGPi1_L_6_CommonFiltered,0,36810.01472,False,-1
microGPi1_L_6_CommonFiltered,0,36958.74048,False,-1
microGPi1_L_6_CommonFiltered,0,37130.4448,False,-1
microGPi1_L_6_CommonFiltered,0,37452.10368,False,-1
microGPi1_L_6_CommonFiltered,0,37508.9152,False,-1
microGPi1_L_6_CommonFiltered,0,37651.29216,False,-1
microGPi1_L_6_CommonFiltered,0,37725.71648,False,-1
microGPi1_L_6_CommonFiltered,0,37809.07008,False,-1
microGPi1_L_6_CommonFiltered,0,37875.75296,False,-1
microGPi1_L_6_CommonFiltered,0,37942.43584,False,-1
microGPi1_L_6_CommonFiltered,0,38051.4304,False,-1
microGPi1_L_6_CommonFiltered,0,38225.96096,False,-1
microGPi1_L_6_CommonFiltered,0,38989.49632,False,-1
microGPi1_L_6_CommonFiltered,0,39579.0336,False,-1
microGPi1_L_6_CommonFiltered,0,39926.33344,False,-1
microGPi1_L_6_CommonFiltered,0,40576.69632,False,-1
microGPi1_L_6_CommonFiltered,0,41602.78528,False,-1
microGPi1_L_6_CommonFiltered,0,41902.81728,False,-1
microGPi1_L_6_CommonFiltered,0,45478.33856,False,-1
microGPi1_L_6_CommonFiltered,0,45501.07136,False,-1
microGPi1_L_6_CommonFiltered,0,45895.10656,False,-1
microGPi1_L_6_CommonFiltered,0,46474.07616,False,-1
microGPi1_L_6_CommonFiltered,0,46945.52576,False,-1
microGPi1_L_6_CommonFiltered,0,47245.5168,False,-1
microGPi1_L_6_CommonFiltered,0,47262.14656,False,-1
microGPi1_L_6_CommonFiltered,0,47445.68832,False,-1
microGPi1_L_6_CommonFiltered,0,47471.2064,False,-1
microGPi1_L_6_CommonFiltered,0,47704.51456,False,-1
microGPi1_L_6_CommonFiltered,0,47768.49408,False,-1
microGPi1_L_6_CommonFiltered,0,47812.44416,False,-1
microGPi1_L_6_CommonFiltered,0,48062.54592,False,-1
microGPi1_L_6_CommonFiltered,0,48679.23968,False,-1
microGPi1_L_6_CommonFiltered,0,48929.3824,False,-1
microGPi1_L_6_CommonFiltered,0,49629.3888,False,-1
microGPi1_L_6_CommonFiltered,0,49812.76672,False,-1
microGPi1_L_6_CommonFiltered,0,51363.2256,False,-1
microGPi1_L_6_CommonFiltered,0,51663.2576,False,-1
microGPi1_L_6_CommonFiltered,0,51836.1088,False,-1
microGPi1_L_6_CommonFiltered,0,51896.64768,False,-1
microGPi1_L_6_CommonFiltered,0,52063.39584,False,-1
microGPi1_L_6_CommonFiltered,0,52296.82688,False,-1
microGPi1_L_6_CommonFiltered,0,52480.24576,False,-1
microGPi1_L_6_CommonFiltered,0,53025.34144,False,-1
microGPi1_L_6_CommonFiltered,0,53303.0912,False,-1
microGPi1_L_6_CommonFiltered,0,54074.49088,False,-1
microGPi1_L_6_CommonFiltered,0,54392.54528,False,-1
microGPi1_L_6_CommonFiltered,0,54986.09664,False,-1
microGPi1_L_6_CommonFiltered,0,55117.98784,False,-1
microGPi1_L_6_CommonFiltered,0,55447.3472,False,-1
microGPi1_L_6_CommonFiltered,0,55913.63584,False,-1
microGPi1_L_6_CommonFiltered,0,56347.52512,False,-1
microGPi1_L_6_CommonFiltered,0,56397.57824,False,-1
microGPi1_L_6_CommonFiltered,0,56781.0048,False,-1
microGPi1_L_6_CommonFiltered,0,57831.34208,False,-1
microGPi1_L_6_CommonFiltered,0,58554.12224,False,-1
microGPi1_L_6_CommonFiltered,0,58861.07648,False,-1
microGPi1_L_6_CommonFiltered,0,59231.72352,False,-1
microGPi1_L_6_CommonFiltered,0,60731.8016,False,-1
microGPi1_L_6_CommonFiltered,0,60815.31904,False,-1
microGPi1_L_6_CommonFiltered,0,60849.64352,False,-1
microGPi1_L_6_CommonFiltered,0,60890.89024,False,-1
microGPi1_L_6_CommonFiltered,0,61198.58176,False,-1
microGPi1_L_6_CommonFiltered,0,61382.16448,False,-1
microGPi1_L_6_CommonFiltered,0,63052.55424,False,-1
microGPi1_L_6_CommonFiltered,0,63365.98016,False,-1
microGPi1_L_6_CommonFiltered,0,63504.30208,False,-1
microGPi1_L_6_CommonFiltered,0,64264.02816,False,-1
microGPi1_L_6_CommonFiltered,0,65816.53504,False,-1
microGPi1_L_6_CommonFiltered,0,65916.43648,False,-1
microGPi1_L_6_CommonFiltered,0,65966.53056,False,-1
microGPi1_L_6_CommonFiltered,0,66091.008,False,-1
microGPi1_L_6_CommonFiltered,0,66416.55808,False,-1
microGPi1_L_6_CommonFiltered,0,69078.8352,False,-1
microGPi1_L_6_CommonFiltered,0,70433.95584,False,-1
microGPi1_L_6_CommonFiltered,0,71704.61696,False,-1
microGPi1_L_6_CommonFiltered,0,72016.32256,False,-1
microGPi1_L_6_CommonFiltered,0,72567.97184,False,-1
microGPi1_L_6_CommonFiltered,0,73684.95104,False,-1
microGPi1_L_6_CommonFiltered,0,73818.3168,False,-1
microGPi1_L_6_CommonFiltered,0,73951.68256,False,-1
microGPi1_L_6_CommonFiltered,1,3072.16384,False,-1
microGPi1_L_6_CommonFiltered,1,3322.38848,False,-1
microGPi1_L_6_CommonFiltered,1,3355.648,False,-1
microGPi1_L_6_CommonFiltered,1,4055.73632,False,-1
microGPi1_L_6_CommonFiltered,1,4664.81152,False,-1
microGPi1_L_6_CommonFiltered,1,6652.1088,False,-1
microGPi1_L_6_CommonFiltered,1,6856.86784,False,-1
microGPi1_L_6_CommonFiltered,1,6940.30336,False,-1
microGPi1_L_6_CommonFiltered,1,7056.9984,False,-1
microGPi1_L_6_CommonFiltered,1,8101.51936,False,-1
microGPi1_L_6_CommonFiltered,1,9240.90368,False,-1
microGPi1_L_6_CommonFiltered,1,9824.50176,False,-1
microGPi1_L_6_CommonFiltered,1,10491.2896,False,-1
microGPi1_L_6_CommonFiltered,1,10758.02112,False,-1
microGPi1_L_6_CommonFiltered,1,10858.04544,False,-1
microGPi1_L_6_CommonFiltered,1,12784.14848,False,-1
microGPi1_L_6_CommonFiltered,1,12958.55616,False,-1
microGPi1_L_6_CommonFiltered,1,13825.47456,False,-1
microGPi1_L_6_CommonFiltered,1,13992.09984,False,-1
microGPi1_L_6_CommonFiltered,1,14258.7904,False,-1
microGPi1_L_6_CommonFiltered,1,14775.7056,False,-1
microGPi1_L_6_CommonFiltered,1,14809.04704,False,-1
microGPi1_L_6_CommonFiltered,1,14842.38848,False,-1
microGPi1_L_6_CommonFiltered,1,14942.33088,False,-1
microGPi1_L_6_CommonFiltered,1,15142.33856,False,-1
microGPi1_L_6_CommonFiltered,1,15542.4768,False,-1
microGPi1_L_6_CommonFiltered,1,15759.23712,False,-1
microGPi1_L_6_CommonFiltered,1,15959.28576,False,-1
microGPi1_L_6_CommonFiltered,1,16075.93984,False,-1
microGPi1_L_6_CommonFiltered,1,16176.00512,False,-1
microGPi1_L_6_CommonFiltered,1,16309.41184,False,-1
microGPi1_L_6_CommonFiltered,1,16792.82176,False,-1
microGPi1_L_6_CommonFiltered,1,16976.24064,False,-1
microGPi1_L_6_CommonFiltered,1,17176.24832,False,-1
microGPi1_L_6_CommonFiltered,1,17509.70368,False,-1
microGPi1_L_6_CommonFiltered,1,17593.1392,False,-1
microGPi1_L_6_CommonFiltered,1,18059.91936,False,-1
microGPi1_L_6_CommonFiltered,1,18143.31392,False,-1
microGPi1_L_6_CommonFiltered,1,18166.1696,False,-1
microGPi1_L_6_CommonFiltered,1,18176.57344,False,-1
microGPi1_L_6_CommonFiltered,1,18243.21536,False,-1
microGPi1_L_6_CommonFiltered,1,18326.65088,False,-1
microGPi1_L_6_CommonFiltered,1,18643.39456,False,-1
microGPi1_L_6_CommonFiltered,1,18810.18368,False,-1
microGPi1_L_6_CommonFiltered,1,18873.7536,False,-1
microGPi1_L_6_CommonFiltered,1,18976.84992,False,-1
microGPi1_L_6_CommonFiltered,1,19199.67232,False,-1
microGPi1_L_6_CommonFiltered,1,19860.39808,False,-1
microGPi1_L_6_CommonFiltered,1,20327.26016,False,-1
microGPi1_L_6_CommonFiltered,1,20427.28448,False,-1
microGPi1_L_6_CommonFiltered,1,20694.016,False,-1
microGPi1_L_6_CommonFiltered,1,21110.86592,False,-1
microGPi1_L_6_CommonFiltered,1,21877.80096,False,-1
microGPi1_L_6_CommonFiltered,1,21908.31616,False,-1
microGPi1_L_6_CommonFiltered,1,21917.2864,False,-1
microGPi1_L_6_CommonFiltered,1,22062.6944,False,-1
microGPi1_L_6_CommonFiltered,1,22261.30944,False,-1
microGPi1_L_6_CommonFiltered,1,22778.14272,False,-1
microGPi1_L_6_CommonFiltered,1,22994.86208,False,-1
microGPi1_L_6_CommonFiltered,1,23861.78048,False,-1
microGPi1_L_6_CommonFiltered,1,24262.00064,False,-1
microGPi1_L_6_CommonFiltered,1,24828.80512,False,-1
microGPi1_L_6_CommonFiltered,1,24878.85824,False,-1
microGPi1_L_6_CommonFiltered,1,24995.55328,False,-1
microGPi1_L_6_CommonFiltered,1,25191.0144,False,-1
microGPi1_L_6_CommonFiltered,1,25245.81888,False,-1
microGPi1_L_6_CommonFiltered,1,25289.27744,False,-1
microGPi1_L_6_CommonFiltered,1,25415.80288,False,-1
microGPi1_L_6_CommonFiltered,1,26838.6304,False,-1
microGPi1_L_6_CommonFiltered,1,26996.36736,False,-1
microGPi1_L_6_CommonFiltered,1,27413.21728,False,-1
microGPi1_L_6_CommonFiltered,1,27663.40096,False,-1
microGPi1_L_6_CommonFiltered,1,27836.12928,False,-1
microGPi1_L_6_CommonFiltered,1,28113.46944,False,-1
microGPi1_L_6_CommonFiltered,1,28230.2464,False,-1
microGPi1_L_6_CommonFiltered,1,28809.95328,False,-1
microGPi1_L_6_CommonFiltered,1,29130.50624,False,-1
microGPi1_L_6_CommonFiltered,1,29147.25888,False,-1
microGPi1_L_6_CommonFiltered,1,29747.69152,False,-1
microGPi1_L_6_CommonFiltered,1,30003.77344,False,-1
microGPi1_L_6_CommonFiltered,1,30364.38528,False,-1
microGPi1_L_6_CommonFiltered,1,31064.80128,False,-1
microGPi1_L_6_CommonFiltered,1,31248.09728,False,-1
microGPi1_L_6_CommonFiltered,1,31993.73312,False,-1
microGPi1_L_6_CommonFiltered,1,32048.5376,False,-1
microGPi1_L_6_CommonFiltered,1,34241.536,False,-1
microGPi1_L_6_CommonFiltered,1,34249.35936,False,-1
microGPi1_L_6_CommonFiltered,1,34582.69184,False,-1
microGPi1_L_6_CommonFiltered,1,34725.0688,False,-1
microGPi1_L_6_CommonFiltered,1,35516.416,False,-1
microGPi1_L_6_CommonFiltered,1,35841.10592,False,-1
microGPi1_L_6_CommonFiltered,1,36216.70912,False,-1
microGPi1_L_6_CommonFiltered,1,36350.1568,False,-1
microGPi1_L_6_CommonFiltered,1,36516.864,False,-1
microGPi1_L_6_CommonFiltered,1,36566.79424,False,-1
microGPi1_L_6_CommonFiltered,1,36700.28288,False,-1
microGPi1_L_6_CommonFiltered,1,36816.93696,False,-1
microGPi1_L_6_CommonFiltered,1,37417.1648,False,-1
microGPi1_L_6_CommonFiltered,1,37917.32736,False,-1
microGPi1_L_6_CommonFiltered,1,37934.12096,False,-1
microGPi1_L_6_CommonFiltered,1,38150.79936,False,-1
microGPi1_L_6_CommonFiltered,1,38443.29472,False,-1
microGPi1_L_6_CommonFiltered,1,38917.7344,False,-1
microGPi1_L_6_CommonFiltered,1,40735.1296,False,-1
microGPi1_L_6_CommonFiltered,1,40918.46656,False,-1
microGPi1_L_6_CommonFiltered,1,41007.96416,False,-1
microGPi1_L_6_CommonFiltered,1,41385.3696,False,-1
microGPi1_L_6_CommonFiltered,1,41401.99936,False,-1
microGPi1_L_6_CommonFiltered,1,42402.44736,False,-1
microGPi1_L_6_CommonFiltered,1,42752.45056,False,-1
microGPi1_L_6_CommonFiltered,1,43342.11072,False,-1
microGPi1_L_6_CommonFiltered,1,43435.99104,False,-1
microGPi1_L_6_CommonFiltered,1,44703.21152,False,-1
microGPi1_L_6_CommonFiltered,1,45181.99296,False,-1
microGPi1_L_6_CommonFiltered,1,45219.88096,False,-1
microGPi1_L_6_CommonFiltered,1,46987.10016,False,-1
microGPi1_L_6_CommonFiltered,1,47387.15648,False,-1
microGPi1_L_6_CommonFiltered,1,47593.30816,False,-1
microGPi1_L_6_CommonFiltered,1,47870.68928,False,-1
microGPi1_L_6_CommonFiltered,1,48104.20224,False,-1
microGPi1_L_6_CommonFiltered,1,48204.06272,False,-1
microGPi1_L_6_CommonFiltered,1,48737.44384,False,-1
microGPi1_L_6_CommonFiltered,1,48987.5456,False,-1
microGPi1_L_6_CommonFiltered,1,49020.88704,False,-1
microGPi1_L_6_CommonFiltered,1,49177.14944,False,-1
microGPi1_L_6_CommonFiltered,1,49270.9888,False,-1
microGPi1_L_6_CommonFiltered,1,49337.63072,False,-1
microGPi1_L_6_CommonFiltered,1,49354.30144,False,-1
microGPi1_L_6_CommonFiltered,1,50037.92384,False,-1
microGPi1_L_6_CommonFiltered,1,50121.3184,False,-1
microGPi1_L_6_CommonFiltered,1,50187.8784,False,-1
microGPi1_L_6_CommonFiltered,1,50277.376,False,-1
microGPi1_L_6_CommonFiltered,1,50754.68288,False,-1
microGPi1_L_6_CommonFiltered,1,50827.50976,False,-1
microGPi1_L_6_CommonFiltered,1,50871.41888,False,-1
microGPi1_L_6_CommonFiltered,1,50888.00768,False,-1
microGPi1_L_6_CommonFiltered,1,51666.90304,False,-1
microGPi1_L_6_CommonFiltered,1,51938.34496,False,-1
microGPi1_L_6_CommonFiltered,1,52088.25856,False,-1
microGPi1_L_6_CommonFiltered,1,52204.9536,False,-1
microGPi1_L_6_CommonFiltered,1,52244.43904,False,-1
microGPi1_L_6_CommonFiltered,1,52288.43008,False,-1
microGPi1_L_6_CommonFiltered,1,53533.53216,False,-1
microGPi1_L_6_CommonFiltered,1,54745.00608,False,-1
microGPi1_L_6_CommonFiltered,1,54828.40064,False,-1
microGPi1_L_6_CommonFiltered,1,56172.62592,False,-1
microGPi1_L_6_CommonFiltered,1,57022.79168,False,-1
microGPi1_L_6_CommonFiltered,1,58368.36864,False,-1
microGPi1_L_6_CommonFiltered,1,58718.0032,False,-1
microGPi1_L_6_CommonFiltered,1,60890.27584,False,-1
microGPi1_L_6_CommonFiltered,1,61357.01504,False,-1
microGPi1_L_6_CommonFiltered,1,63446.91712,False,-1
microGPi1_L_6_CommonFiltered,1,64080.44544,False,-1
microGPi1_L_6_CommonFiltered,1,68291.95264,False,-1
microGPi1_L_6_CommonFiltered,1,68975.4112,False,-1
microGPi1_L_6_CommonFiltered,1,69508.79232,False,-1
microGPi1_L_6_CommonFiltered,1,70048.44032,False,-1
microGPi1_L_6_CommonFiltered,2,387.76832,False,-1
microGPi1_L_6_CommonFiltered,2,571.1872,False,-1
microGPi1_L_6_CommonFiltered,2,728.02304,False,-1
microGPi1_L_6_CommonFiltered,2,1067.37664,False,-1
microGPi1_L_6_CommonFiltered,2,1177.51808,False,-1
microGPi1_L_6_CommonFiltered,2,1967.18592,False,-1
microGPi1_L_6_CommonFiltered,2,2276.88448,False,-1
microGPi1_L_6_CommonFiltered,2,2364.66176,False,-1
microGPi1_L_6_CommonFiltered,2,2398.4128,False,-1
microGPi1_L_6_CommonFiltered,2,2768.85504,False,-1
microGPi1_L_6_CommonFiltered,2,3002.7776,False,-1
microGPi1_L_6_CommonFiltered,2,3100.59008,False,-1
microGPi1_L_6_CommonFiltered,2,5070.848,False,-1
microGPi1_L_6_CommonFiltered,2,5722.9312,False,-1
microGPi1_L_6_CommonFiltered,2,7590.58432,False,-1
microGPi1_L_6_CommonFiltered,2,7719.07584,False,-1
microGPi1_L_6_CommonFiltered,2,7756.96384,False,-1
microGPi1_L_6_CommonFiltered,2,8733.0816,False,-1
microGPi1_L_6_CommonFiltered,2,9166.52032,False,-1
microGPi1_L_6_CommonFiltered,2,9231.19616,False,-1
microGPi1_L_6_CommonFiltered,2,9483.30496,False,-1
microGPi1_L_6_CommonFiltered,2,10932.34688,False,-1
microGPi1_L_6_CommonFiltered,2,11755.27424,False,-1
microGPi1_L_6_CommonFiltered,2,12130.14016,False,-1
microGPi1_L_6_CommonFiltered,2,12611.33824,False,-1
microGPi1_L_6_CommonFiltered,2,12941.84448,False,-1
microGPi1_L_6_CommonFiltered,2,13134.27456,False,-1
microGPi1_L_6_CommonFiltered,2,13148.20096,False,-1
microGPi1_L_6_CommonFiltered,2,13464.73984,False,-1
microGPi1_L_6_CommonFiltered,2,13858.89792,False,-1
microGPi1_L_6_CommonFiltered,2,14067.87584,False,-1
microGPi1_L_6_CommonFiltered,2,14251.2128,False,-1
microGPi1_L_6_CommonFiltered,2,14484.56192,False,-1
microGPi1_L_6_CommonFiltered,2,15145.12384,False,-1
microGPi1_L_6_CommonFiltered,2,15998.73024,False,-1
microGPi1_L_6_CommonFiltered,2,16132.13696,False,-1
microGPi1_L_6_CommonFiltered,2,16921.68192,False,-1
microGPi1_L_6_CommonFiltered,2,17342.91456,False,-1
microGPi1_L_6_CommonFiltered,2,17371.21792,False,-1
microGPi1_L_6_CommonFiltered,2,17549.312,False,-1
microGPi1_L_6_CommonFiltered,2,18050.12992,False,-1
microGPi1_L_6_CommonFiltered,2,19541.72928,False,-1
microGPi1_L_6_CommonFiltered,2,19727.1552,False,-1
microGPi1_L_6_CommonFiltered,2,20606.11584,False,-1
microGPi1_L_6_CommonFiltered,2,20944.03584,False,-1
microGPi1_L_6_CommonFiltered,2,21367.64416,False,-1
microGPi1_L_6_CommonFiltered,2,21575.0656,False,-1
microGPi1_L_6_CommonFiltered,2,21844.45952,False,-1
microGPi1_L_6_CommonFiltered,2,22327.95136,False,-1
microGPi1_L_6_CommonFiltered,2,22347.28448,False,-1
microGPi1_L_6_CommonFiltered,2,22418.14528,False,-1
microGPi1_L_6_CommonFiltered,2,22611.51744,False,-1
microGPi1_L_6_CommonFiltered,2,23103.61088,False,-1
microGPi1_L_6_CommonFiltered,2,23293.05088,False,-1
microGPi1_L_6_CommonFiltered,2,24311.97184,False,-1
microGPi1_L_6_CommonFiltered,2,24490.68032,False,-1
microGPi1_L_6_CommonFiltered,2,25488.01536,False,-1
microGPi1_L_6_CommonFiltered,2,25627.19744,False,-1
microGPi1_L_6_CommonFiltered,2,25767.97696,False,-1
