Electrode,Cluster,onset_start_ms,onset_end_ms,onset_duration_ms,span_start_ms,span_end_ms,span_duration_ms,Num_Spikes,RS,Method
microGPi1_R_9_CommonFiltered,4,883165.67552,884356.7104,1191.0348799999338,883165.67552,884356.7104,1191.0348799999338,8,5.227717056819849,RankSurprise
microGPi1_R_9_CommonFiltered,4,899247.26784,901095.75168,1848.4838400000008,899247.26784,901095.75168,1848.4838400000008,10,4.76003521305134,RankSurprise
microGPi1_R_9_CommonFiltered,4,907175.15776,907673.8048,498.64704000006896,907175.15776,907673.8048,498.64704000006896,8,6.529131381528987,RankSurprise
microGPi1_R_9_CommonFiltered,4,914051.31776,914105.22112,53.90335999999661,914051.31776,914105.22112,53.90335999999661,4,5.865542686811512,RankSurprise
microGPi1_R_9_CommonFiltered,4,918552.24832,919532.3392,980.0908800000325,918552.24832,919532.3392,980.0908800000325,9,3.9420470859053403,RankSurprise
microGPi1_R_9_CommonFiltered,4,927292.57984,927909.19168,616.6118400000269,927292.57984,927909.19168,616.6118400000269,10,7.313363519749611,RankSurprise
microGPi1_R_9_CommonFiltered,4,929610.71104,932034.84672,2424.135680000065,929610.71104,932034.84672,2424.135680000065,17,8.635099221967373,RankSurprise
microGPi1_R_9_CommonFiltered,4,941340.42624,941665.60768,325.18144000007305,941340.42624,941665.60768,325.18144000007305,11,12.712425264450886,RankSurprise
microGPi1_R_9_CommonFiltered,4,943054.6432,944563.93728,1509.294079999905,943054.6432,944563.93728,1509.294079999905,11,4.365915456681996,RankSurprise
microGPi1_R_9_CommonFiltered,4,989167.16544,993171.0464,4003.8809599999804,989167.16544,993171.0464,4003.8809599999804,25,10.876040415772767,RankSurprise
microGPi1_R_9_CommonFiltered,4,1002144.52224,1006584.09472,4439.57248000009,1002144.52224,1006584.09472,4439.57248000009,38,20.06413761221008,RankSurprise
microGPi1_R_9_CommonFiltered,4,1041844.10112,1042020.27008,176.16896000003908,1041844.10112,1042020.27008,176.16896000003908,9,13.075742901900036,RankSurprise
microGPi1_R_9_CommonFiltered,4,1147041.09568,1147066.81856,25.72288000001572,1147041.09568,1147066.81856,25.72288000001572,4,7.515706203578315,RankSurprise
microGPi1_R_9_CommonFiltered,4,1195043.75808,1195046.13376,2.3756800000555813,1195043.75808,1195046.13376,2.3756800000555813,3,8.78080687746057,RankSurprise
microGPi1_R_9_CommonFiltered,4,1211054.24384,1211268.83328,214.58944000001065,1211054.24384,1211268.83328,214.58944000001065,4,4.1302775611870395,RankSurprise
microGPi1_R_9_CommonFiltered,4,1214956.58496,1214992.384,35.79904000018723,1214956.58496,1214992.384,35.79904000018723,3,4.467115435854668,RankSurprise
microGPi1_R_9_CommonFiltered,4,1230397.44,1231141.80608,744.3660800000653,1230397.44,1231141.80608,744.3660800000653,11,6.998181318750776,RankSurprise
microGPi1_R_9_CommonFiltered,4,1238612.95104,1238656.4096,43.45855999994092,1238612.95104,1238656.4096,43.45855999994092,3,4.264122839613213,RankSurprise
microGPi1_R_9_CommonFiltered,4,1243376.14848,1244686.62272,1310.4742400001269,1243376.14848,1244686.62272,1310.4742400001269,17,12.518021583704138,RankSurprise
microGPi1_R_9_CommonFiltered,4,1250543.16544,1250779.62752,236.46208000020124,1250543.16544,1250779.62752,236.46208000020124,10,12.86683432601368,RankSurprise
microGPi1_R_9_CommonFiltered,4,1251691.80672,1252508.79488,816.9881599999499,1251691.80672,1252508.79488,816.9881599999499,7,4.249334943683598,RankSurprise
microGPi1_R_9_CommonFiltered,4,1256377.7536,1288894.42304,32516.669440000085,1256377.7536,1288894.42304,32516.669440000085,183,57.268858938345986,RankSurprise
microGPi1_R_9_CommonFiltered,4,1306030.20288,1308842.22976,2812.0268800000194,1306030.20288,1308842.22976,2812.0268800000194,14,4.893657478395816,RankSurprise
microGPi1_R_9_CommonFiltered,4,1312448.26624,1312751.94368,303.6774399999995,1312448.26624,1312751.94368,303.6774399999995,6,5.160804081364525,RankSurprise
microGPi2_R_2_CommonFiltered,2,39425.51552,39488.38912,62.87359999999899,39425.51552,39488.38912,62.87359999999899,6,4.269275172007347,RankSurprise
microGPi2_R_2_CommonFiltered,2,136257.45408,136304.2304,46.77632000000449,136257.45408,136304.2304,46.77632000000449,7,7.698271803827353,RankSurprise
