Electrode,Cluster,FR_Hz,ISI_mean_ms,ISI_median_ms,ISI_std_ms,Start_ms,End_ms,Duration_ms,thr,SNR
microGPi1_L_1_CommonFiltered,0,1.2830380601032434,777.2364631162407,511.7952000000514,827.4323769808367,1321.3696,944109.19936,942787.82976,0.0,1.9604551762146287
microGPi1_L_1_CommonFiltered,1,1.673022445752417,595.4918335271808,378.8390400000062,650.0761232069456,2585.02656,944653.1072,942068.08064,0.0,2.8765169896161122
microGPi1_L_1_CommonFiltered,3,7.422385746379801,134.73443180860153,83.92703999998776,144.66797076453918,6.67648,946111.85664,946105.18016,0.0,1.5377848564822363
microGPi1_L_1_CommonFiltered,4,0.8962242792154451,1106.3017452656434,581.0175999999628,1533.2771888905252,135.00416,937172.5824,937037.57824,0.0,4.133538523316308
microGPi1_L_2_CommonFiltered,0,2.2331626202620702,446.8406496969697,267.2435199999891,557.7164052574128,2289.41824,946016.8704,943727.45216,0.0,4.37703353375482
microGPi1_L_2_CommonFiltered,1,1.0674369363297165,934.7014761546086,446.7916799999948,1364.7250534122154,47.02208,943160.81152,943113.78944,0.0,4.201239494885063
microGPi1_L_2_CommonFiltered,3,5.920575957741655,168.90888227102303,109.07648000004701,183.280800953023,120.58624,946179.23584,946058.6496,0.0,1.334653275302156
microGPi1_L_2_CommonFiltered,4,11.455395002849304,87.28704873961986,54.19008000002941,94.92538067796012,33.66912,946050.70336,946017.0342400001,0.0,1.5595257549830464
microGPi1_L_3_CommonFiltered,0,5.498885524478728,181.83569962322184,142.15168000000085,160.93132114630745,154.99264,946064.30208,945909.3094400001,0.0,7.280713389222478
microGPi1_L_3_CommonFiltered,1,1.5197765489526063,658.1610141127348,452.03456000005826,641.7895481592027,22.69184,945800.06912,945777.37728,0.0,1.3947391205663946
microGPi1_L_3_CommonFiltered,3,10.28966931891695,97.18648413353878,64.26623999996809,99.89813604000844,1.8432,946112.26624,946110.42304,0.0,2.5144033043649636
microGPi1_L_3_CommonFiltered,4,3.320680053413831,300.86152802292264,210.7391999999527,312.84891191563827,752.92672,945758.98624,945006.05952,0.0,2.4711275544258005
microGPi1_L_4_CommonFiltered,0,2.746800591604884,364.06001613548887,249.42592000004515,381.37560340538533,118.94784,945946.86976,945827.92192,0.0,1.730866862879996
microGPi1_L_4_CommonFiltered,1,3.0670316725037994,326.02924563943463,219.2998399999924,339.5670621114941,244.36736,946055.20896,945810.8415999999,0.0,1.4313115839041097
microGPi1_L_4_CommonFiltered,3,3.5806696438466132,279.0956956834957,186.90047999995295,294.92900929766535,110.14144,945407.26272,945297.12128,0.0,1.5914104801480964
microGPi1_L_4_CommonFiltered,4,3.388319621656506,295.15087156318253,174.3667199999909,363.5404921882983,137.4208,946095.96416,945958.54336,0.0,1.5298732504589498
microGPi1_L_5_CommonFiltered,0,3.524655626395648,283.58791140971806,158.45376000000397,373.321823257807,554.55744,946036.65408,945482.09664,0.0,1.549437709326105
microGPi1_L_5_CommonFiltered,1,2.533313204338941,394.31494517529217,225.42335999998613,538.1637256691366,1028.62848,945807.23712,944778.60864,0.0,1.3957453398133675
microGPi1_L_5_CommonFiltered,2,1.8389507615977294,543.5519896952271,317.84959999999774,671.9522995511182,557.2608,945794.17088,945236.91008,0.0,1.5223504119022233
microGPi1_L_5_CommonFiltered,3,3.3893764899102976,295.0290413474734,158.26943999998912,397.45869257679817,253.7472,946116.85376,945863.10656,0.0,1.2764803281357675
