Region,onset_start_ms,onset_end_ms,onset_duration_ms,span_start_ms,span_end_ms,span_duration_ms,Num_Events,RS,Method
GPi1,2523.17696,2752.34816,229.17120000000023,2620.49792,2807.93088,187.4329600000001,7,3.951667793254581,RS_region_onsets
GPi1,40295.79264,40300.01152,4.218880000000354,40297.18528,40652.5952,355.4099200000055,3,7.2766576019294416,RS_region_onsets
GPi1,43423.37536,45698.58048,2275.2051199999987,44310.2208,44988.866559999995,678.6457599999922,56,22.049216845064485,RS_region_onsets
GPi1,52843.15136,52845.69088,2.539519999998447,52845.48608,53138.06336,292.5772799999977,3,8.141388514894212,RS_region_onsets
GPi1,53606.68672,53886.976,280.2892800000045,53773.39392,53848.1664,74.77247999999963,8,4.27165110645161,RS_region_onsets
GPi1,56789.8112,56805.13024,15.319040000002133,56800.54272,56852.31616,51.773440000004484,3,4.676592531528495,RS_region_onsets
GPi1,59780.42368,60125.75744,345.33376000000135,59887.45216,60219.0848,331.6326399999962,10,6.466699510621173,RS_region_onsets
GPi1,61789.51168,62762.3936,972.8819199999998,62224.05632,62427.66848,203.61215999999695,25,11.92584556086801,RS_region_onsets
GPi1,71669.80096,71686.22592,16.42496000000392,71681.024,71834.70592,153.68191999998817,3,4.539051617878753,RS_region_onsets
GPi1,72086.20032,72623.3088,537.1084799999953,72416.62464,72559.55456,142.9299200000096,12,4.23007173402447,RS_region_onsets
GPi1,73082.83904,73207.02976,124.19071999999869,73115.48415999999,73309.04064,193.55648000001383,6,5.781746722379083,RS_region_onsets
GPi1,75986.16576,76213.82144,227.6556799999962,76080.45568,76336.00512,255.5494400000025,11,9.649739604686609,RS_region_onsets
GPi1,77798.72768,77819.53536,20.807679999998072,77811.3024,77848.73984,37.43743999999424,3,4.124161968153384,RS_region_onsets
GPi1,78151.22944,78164.1728,12.943360000004759,78156.02176,78738.18624,582.1644799999922,3,4.952893602259287,RS_region_onsets
GPi1,78804.00896,78814.4128,10.403839999999036,78805.44256,79532.19584,726.7532800000045,3,5.481970262630039,RS_region_onsets
GPi1,81047.9616,81129.39008,81.42848000000231,81085.09184,81496.53504,411.4432000000088,6,7.059793942895098,RS_region_onsets
GPi1,84322.18112,84403.2,81.01888000000326,84380.0576,84497.53088,117.47328000000562,5,5.311207020875738,RS_region_onsets
GPi1,85082.60352,85716.95104,634.3475199999957,85348.6592,85829.3248,480.66560000000754,12,3.9287567196700923,RS_region_onsets
GPi1,87323.97568,87332.37248,8.396800000002258,87328.84992,87385.45664,56.60672000001068,3,5.798609472660333,RS_region_onsets
GPi1,87785.6768,87984.41472,198.73791999999958,87861.14559999999,88052.79744,191.6518400000059,8,6.261775825724864,RS_region_onsets
GPi1,89663.16032,89675.40736,12.247040000002016,89669.71392,89822.45376,152.73984000000928,3,5.047028784976767,RS_region_onsets
GPi1,96025.23136,96048.20992,22.978559999988647,96029.40928,96097.56672,68.1574399999954,3,4.006191578866476,RS_region_onsets
GPi1,109718.20032,109769.85088,51.650559999994584,109729.21856000001,110073.9584,344.73983999999473,4,4.611126182382819,RS_region_onsets
GPi1,115672.30976,115937.8944,265.58464000000095,115800.61696000001,116004.61824000001,204.00127999999677,12,10.099529947485204,RS_region_onsets
GPi1,120083.98848,120192.24576,108.25728000000527,120108.15488,120341.17632,233.0214399999968,5,4.645379503286183,RS_region_onsets
GPi1,124540.80512,125132.75904,591.9539199999999,124843.84768,125086.84288,242.9951999999903,12,4.252193132487433,RS_region_onsets
GPi1,133340.69248,133924.98688,584.2944000000134,133637.16096,133817.67168,180.51071999999112,15,7.126441894521232,RS_region_onsets
GPi1,135097.46688,135466.84416,369.37728000001516,135249.46944,135318.15936,68.68992000000435,11,6.081551420079675,RS_region_onsets
GPi1,136820.81792,137087.54944,266.7315200000012,136966.69696,137063.424,96.72703999999794,8,4.60947785595072,RS_region_onsets
GPi1,143006.22848,143301.79584,295.56736000001547,143163.4944,143294.03392000002,130.53952000002027,8,4.281659437990938,RS_region_onsets
GPi1,144786.2272,144838.41024,52.18304000000353,144820.18304,144858.89023999998,38.70719999997527,4,4.492298722116509,RS_region_onsets
GPi1,155965.8496,156541.50144,575.6518400000059,156291.35872,156536.36096,245.00224000000162,22,16.990251631416783,RS_region_onsets
GPi1,156898.14016,156922.88,24.73983999999473,156904.03840000002,157531.19744000002,627.1590399999986,4,6.503078817830151,RS_region_onsets
GPi1,164610.99008,164629.99552,19.005440000008093,164611.44064,164768.93184,157.49120000001858,3,4.42208268611304,RS_region_onsets
GPi1,166265.15968,166406.22592,141.06623999998556,166308.84352,166477.37344,168.52992000000086,6,4.817942973272764,RS_region_onsets
GPi1,168402.04288,168500.67456,98.63168000002042,168468.60288,168585.25696,116.65408000000753,5,4.353143146010595,RS_region_onsets
GPi1,205241.87648,205305.77408,63.8975999999966,205263.0528,205311.56992,48.51712000000407,4,4.0397850984377826,RS_region_onsets
GPi1,211663.54432,211685.29408,21.749760000006063,211665.87904,211714.41664,48.53760000001057,3,4.144518392630006,RS_region_onsets
GPi1,225923.072,225933.23008,10.158080000022892,225923.072,226052.46464,129.39264000000549,3,5.556555390942163,RS_region_onsets
GPi1,228420.1984,228436.86912,16.670719999994617,228423.96672,228473.20064,49.23391999999876,3,4.5810259224331435,RS_region_onsets
