Region,onset_start_ms,onset_end_ms,onset_duration_ms,span_start_ms,span_end_ms,span_duration_ms,Num_Events,RS,Method
GPi1,8795.58656,8800.09216,4.505600000000413,8800.09216,8937.14432,137.05215999999928,3,6.644807838206427,RS_region_onsets
GPi1,13312.4096,13354.68032,42.27071999999862,13312.4096,13704.43776,392.02815999999984,3,4.273896515726344,RS_region_onsets
GPi1,20109.59872,21581.86496,1472.2662399999972,20806.0416,21162.31168,356.2700799999984,14,5.963162445856568,RS_region_onsets
GPi1,75012.95616,75142.22592,129.26975999999559,75085.53728,75866.7264,781.1891199999955,4,3.9836234519651192,RS_region_onsets
GPi1,107150.5408,111335.50592,4184.9651199999935,108713.1648,108744.704,31.539199999999255,25,5.626656558238164,RS_region_onsets
GPi1,149805.21984,152142.76608,2337.546239999996,151117.45536,151434.0352,316.57984000002034,19,4.899805618563101,RS_region_onsets
GPi1,153105.36704,154434.43712,1329.0700799999759,153647.47264,154369.14688,721.674239999993,12,4.892431477827944,RS_region_onsets
GPi1,159393.46432,159905.25952,511.7951999999932,159565.94688,159703.04,137.093120000005,7,4.220663226958188,RS_region_onsets
GPi1,175830.58944,175896.7808,66.19135999999708,175881.07264,177409.06496,1527.9923199999903,4,5.614233728699766,RS_region_onsets
GPi1,194278.56384,194311.70048,33.13664000001154,194285.11744,194483.58912000002,198.47168000001693,4,7.206874637394403,RS_region_onsets
GPi1,227470.90944,227681.6896,210.7801600000239,227624.3456,228047.70816,423.36256000000867,7,8.273513402069142,RS_region_onsets
GPi1,241122.42688,241168.95744,46.53055999998469,241157.8368,241327.8208,169.98399999999674,4,6.306084035517987,RS_region_onsets
GPi1,243578.88,243821.3632,242.48319999998785,243662.92992,243927.77728,264.8473600000143,5,4.103030072407183,RS_region_onsets
GPi1,273516.38016,273537.31072,20.930560000007972,273529.2416,273592.36096,63.11936000001151,3,5.158954653226113,RS_region_onsets
GPi1,284492.88192,284565.05344,72.17151999997441,284537.52832,284769.77152,232.24320000002626,5,7.57112612887682,RS_region_onsets
GPi1,301592.49408,301911.53152,319.0374400000437,301686.53824,301976.08448,289.54623999999603,7,7.1123117864961785,RS_region_onsets
GPi1,331263.91808,331575.37792,311.459840000025,331485.42976,331706.368,220.93823999998858,7,7.287776690584259,RS_region_onsets
GPi1,344393.64608,344512.22528,118.57920000003651,344455.45472,345154.23232,698.7776000000304,5,6.103424453466861,RS_region_onsets
GPi1,346322.90304,347662.78656,1339.883519999974,346909.75743999996,347263.09888,353.34144000004744,10,4.037665258757072,RS_region_onsets
GPi1,356187.58656,356271.67744,84.09087999997428,356246.99904,356344.46336,97.46431999997003,4,4.979241058353818,RS_region_onsets
GPi1,358154.56768,358377.34912,222.78144000004977,358248.87808,358409.09312,160.21503999998095,8,9.381907942005206,RS_region_onsets
GPi1,398242.32448,398267.67872,25.354240000015125,398242.48832,398267.67872,25.190400000021327,3,4.688218154764725,RS_region_onsets
GPi1,421643.01824,421814.272,171.25375999999233,421758.32064,421876.85888,118.5382400000235,5,4.931839879321625,RS_region_onsets
GPi1,426017.54624,426317.49632,299.9500799999805,426156.46207999997,426332.44672,175.98464000003878,6,4.8083565099110075,RS_region_onsets
GPi1,427637.51424,427639.3984,1.8841600000159815,427637.5552,427792.30208,154.7468799999915,3,6.699986376501618,RS_region_onsets
GPi1,458508.288,458652.71296,144.42495999997482,458626.2528,459895.27552,1269.0227200000081,5,5.69787454058487,RS_region_onsets
GPi1,492058.99264,492089.99936,31.00672000000486,492076.89216,492172.12416,95.23200000001816,3,4.5027183294094755,RS_region_onsets
GPi1,498486.02624,498791.75168,305.72544000000926,498667.23328,499082.11712,414.88384000002407,7,6.089718693208394,RS_region_onsets
GPi1,501168.37376,503022.91968,1854.5459200000041,501932.97408,502383.28832,450.3142399999779,21,11.147237455107685,RS_region_onsets
GPi1,529973.69856,529983.32416,9.625599999912083,529973.69856,529988.73088,15.032319999998435,3,6.2960874394261985,RS_region_onsets
GPi1,551004.3648,551119.79008,115.42527999996673,551075.59424,551329.1366399999,253.54239999991842,4,4.465592068036752,RS_region_onsets
GPi1,598434.816,599275.35616,840.540159999975,598771.9577599999,599047.5776,275.6198400000576,10,6.2539549504906224,RS_region_onsets
GPi1,606063.94368,606085.85728,21.913599999970756,606078.07488,606152.11008,74.0352000000421,4,7.822993537230625,RS_region_onsets
GPi1,638629.96992,638751.25248,121.28256000007968,638703.7184,639081.79968,378.08128000004217,4,4.098174977646121,RS_region_onsets
GPi1,659350.40512,659531.69408,181.28896000003442,659510.43584,659795.1488,284.7129599999171,5,5.421033979250883,RS_region_onsets
GPi1,700056.9856,700461.056,404.0703999999678,700134.6662399999,700727.41888,592.7526400000788,6,5.267863811269493,RS_region_onsets
GPi1,704391.94624,704426.31168,34.365440000081435,704395.18208,704444.66176,49.47967999998946,3,4.290598146956002,RS_region_onsets
GPi1,724434.37056,724570.15296,135.78240000002552,724512.68608,724751.85152,239.16544000001159,5,5.6874646232816595,RS_region_onsets
GPi1,727404.29824,727500.34944,96.05119999998715,727454.39232,728018.49344,564.1011200000066,4,4.65413616248232,RS_region_onsets
GPi2,109679.53408,110533.05856,853.5244800000073,109989.17120000001,110373.5808,384.4095999999845,26,8.853883069203388,RS_region_onsets
GPi2,132737.35168,132942.52032,205.16864000001806,132786.05312,133069.86496,283.8118400000094,9,3.968305514936942,RS_region_onsets
GPi2,139885.85472,140072.22272,186.36799999998766,140015.98464,140274.64704,258.66240000000107,6,4.304760321117249,RS_region_onsets
GPi2,149422.44864,149433.87648,11.427840000018477,149428.16256,149446.20544,18.042879999993602,4,5.607953465082058,RS_region_onsets
GPi2,157132.96384,157451.42784,318.4639999999781,157359.63648,157470.26944,110.63296000001719,9,4.386664306582803,RS_region_onsets
GPi2,159329.03424,159341.40416,12.369919999997364,159335.2192,159666.52416,331.3049600000086,4,4.605517110061392,RS_region_onsets
GPi2,176821.0432,176935.89504,114.85184000001755,176885.22752,176958.58688,73.3593600000022,9,6.187287087064093,RS_region_onsets
GPi2,248816.0256,248975.36,159.33439999999246,248971.42784,249147.14624,175.71840000001248,7,4.44119078822986,RS_region_onsets
GPi2,301174.9888,301774.6432,599.6543999999994,301614.20288,301744.29184,130.08896000002278,13,4.408673635499492,RS_region_onsets
GPi2,308594.2784,309117.82912,523.5507199999993,308874.9568,309030.25664000004,155.2998400000506,12,4.13600120416163,RS_region_onsets
GPi2,312934.48192,314019.06176,1084.5798400000203,313567.39584,314053.55008,486.1542400000035,29,9.316972101930356,RS_region_onsets
GPi2,315280.5888,315318.31296,37.724159999983385,315299.45088,315762.89280000003,463.44192000001203,4,4.076977845254824,RS_region_onsets
GPi2,335447.08096,335471.2064,24.12544000003254,335466.74176,335540.67456,73.93280000000959,5,5.12456052436308,RS_region_onsets
GPi2,344646.53312,345171.72224,525.1891199999955,345000.46848,345274.9824,274.5139199999976,11,5.105672099459921,RS_region_onsets
GPi2,346711.69536,347762.688,1050.9926400000113,346912.31744,347229.79839999997,317.4809599999571,22,7.61127816632141,RS_region_onsets
GPi2,352892.55936,353134.592,242.03263999999035,352995.96288,353288.86784,292.9049600000144,10,5.7023410409249395,RS_region_onsets
GPi2,357942.23104,358068.87936,126.64832000003662,358001.52064,358080.7168,79.19615999999223,12,9.392178100801633,RS_region_onsets
GPi2,359439.1552,360764.90752,1325.7523200000287,359958.97856,360702.27968,743.3011199999601,23,5.8276843435264265,RS_region_onsets
GPi2,377872.50688,378138.29632,265.7894400000223,377987.52256,378298.28608,310.7635199999786,15,8.721512730661589,RS_region_onsets
GPi2,380425.66656,380533.3504,107.68384000001242,380446.26944,381144.18688,697.9174399999902,11,8.670324096965349,RS_region_onsets
GPi2,385157.24288,386173.41952,1016.1766400000197,385365.72928,386258.1248,892.3955199999618,25,11.01255101747672,RS_region_onsets
GPi2,388202.61888,388228.17792,25.559039999963716,388202.7008,388224.57344,21.872640000015963,5,5.271003437219232,RS_region_onsets
GPi2,389865.55392,390055.15776,189.60383999999613,389977.82528,390071.78752,93.96224000002258,7,4.3530231871144816,RS_region_onsets
GPi2,403344.05632,403596.6976,252.64128000003984,403403.75552,403557.1712,153.41567999997642,8,4.073946698895059,RS_region_onsets
GPi2,405233.78688,405597.42976,363.6428799999994,405421.83424,405645.5168,223.68255999998655,11,4.771016371599314,RS_region_onsets
GPi2,416979.43552,417040.87552,61.44000000000233,417018.0608,417216.55296,198.49216000002343,5,4.118795309770306,RS_region_onsets
GPi2,422240.17408,422598.94272,358.76863999996567,422480.50688,422907.12576,426.61888000002364,18,10.68827319507793,RS_region_onsets
GPi2,425638.87104,427122.85184,1483.9808000000194,426366.81216,426713.94816,347.1360000000568,27,7.7852224888834645,RS_region_onsets
GPi2,432398.09024,432450.19136,52.10112000000663,432424.1408,433072.49664,648.3558400000329,4,3.9903372122931344,RS_region_onsets
GPi2,438655.01696,438667.75552,12.738560000027064,438665.0112,438720.20479999995,55.19359999994049,4,4.205930978336699,RS_region_onsets
GPi2,441366.528,441714.2784,347.750400000019,441514.84416,441728.2048,213.36064000002807,7,3.9412984519446512,RS_region_onsets
GPi2,446735.64672,447144.26368,408.6169599999557,446946.97984000004,447047.18848,100.208639999968,10,4.217491232268882,RS_region_onsets
GPi2,449305.23136,449730.80576,425.57440000004135,449605.14048,449836.15488,231.01439999998547,15,9.479038558277818,RS_region_onsets
GPi2,450517.07392,451129.344,612.2700799999875,450863.5136,451014.88128,151.36767999996664,14,6.055856035906842,RS_region_onsets
GPi2,460698.33728,460839.85408,141.51680000004126,460805.12,461077.60640000005,272.4864000000525,8,4.244922327273075,RS_region_onsets
GPi2,469897.09312,470002.76992,105.67680000001565,469900.41088,470076.8256,176.41472000000067,7,5.472670772556462,RS_region_onsets
GPi2,486800.46592,486850.56,50.09408000000985,486812.50816,488677.1712,1864.6630399999558,7,6.106934702274314,RS_region_onsets
