Electrode,Cluster,FR_Hz,ISI_mean_ms,ISI_median_ms,ISI_std_ms,Start_ms,End_ms,Duration_ms,thr,SNR
microGPi1_L_3_CommonFiltered,1,2.8497639457517936,350.87668698536584,226.59072000000742,389.0174111151638,403.456,719700.66432,719297.20832,0.0,1.8533954934034242
microGPi1_L_3_CommonFiltered,3,0.971226230170894,1029.543155530086,651.837439999952,1138.1787473973952,1005.69088,719626.81344,718621.12256,0.0,1.6407299120332737
microGPi1_L_3_CommonFiltered,4,1.5950897170760892,626.2304764428945,335.09375999995973,784.6086871298056,1415.168,719701.52448,718286.3564800001,0.0,1.3481626677484642
microGPi1_L_4_CommonFiltered,0,1.664562265729229,600.4314423391812,312.0742399999872,771.6543493696535,118.29248,718834.72896,718716.43648,0.0,1.2184601206815149
microGPi1_L_4_CommonFiltered,4,2.1578173611665212,463.0265929896907,259.399679999995,551.4988971888778,107.15136,718724.42368,718617.27232,0.0,1.6826610239884847
microGPi1_L_6_CommonFiltered,0,5.306313266126816,188.37006214772128,116.81791999994311,199.67416637103184,53.37088,719250.26816,719196.89728,0.0,3.544749087787044
microGPi1_L_6_CommonFiltered,2,7.528045372054226,132.7573939819088,83.4764800000703,137.26816654174343,161.792,719308.5952,719146.8032,0.0,3.784707876748256
microGPi1_L_6_CommonFiltered,3,1.9813570875875464,504.73849622456135,149.99551999999676,783.2648321146868,211.7632,719464.12032,719252.35712,0.0,3.3059840648020096
microGPi1_L_6_CommonFiltered,4,1.9785781856414206,505.6827763316936,66.80576000001747,940.0833179945262,70.08256,719656.67328,719586.59072,0.0,2.778396353374706
microGPi1_L_8_CommonFiltered,0,1.7368137163284942,575.0138609447558,37.847039999905974,1509.146860572904,180.6336,718372.94592,718192.31232,0.0,2.8880687461170953
microGPi1_L_8_CommonFiltered,1,1.0698772492583526,929.6729017425229,66.68287999997847,2574.1969720661746,2529.36192,717447.82336,714918.46144,0.0,4.599820460663156
microGPi1_L_8_CommonFiltered,2,0.9156481912483823,1090.7586995744682,133.28383999993093,2246.0159229489395,1228.8,718948.02432,717719.2243199999,0.0,2.53999781378202
microGPi1_L_8_CommonFiltered,3,7.673937724225819,130.25228076783776,86.07743999999366,129.49391621560056,178.46272,719431.55712,719253.0944000001,0.0,4.570251749702087
microGPi1_L_8_CommonFiltered,4,5.213220050931609,191.63856157824577,116.77695999998832,215.42241350529721,120.13568,718956.38016,718836.24448,0.0,4.080877572056516
microGPi1_L_9_CommonFiltered,0,5.411911540079588,184.58815441191575,116.77695999999378,192.68996353295773,128.4096,718914.68288,718786.27328,0.0,3.690890943386017
microGPi1_L_9_CommonFiltered,1,1.051814386608536,944.4804943915344,33.341439999989234,3999.821081442274,4054.8352,718082.08896,714027.25376,0.0,3.1099860735804348
microGPi1_L_9_CommonFiltered,2,1.847969794173518,540.7973764334085,36.98687999998219,1383.9702832168384,94.98624,718814.69952,718719.71328,0.0,2.4006734034092485
microGPi1_L_9_CommonFiltered,3,0.8892486227601891,1120.6254092018778,242.27840000001015,1812.9638508680941,1896.2432,717975.87968,716079.63648,0.0,2.45167508451634
microGPi1_L_9_CommonFiltered,4,4.065533547181739,245.19745465982905,142.33599999995204,285.84101425861354,120.13568,717322.69056,717202.5548800001,0.0,3.315359235388671
microGPi1_R_2_CommonFiltered,1,1.05876164147385,945.185370827858,584.9497600000468,1175.5299291075032,408.41216,719694.47936,719286.0672,0.0,1.4759274909261333
microGPi1_R_2_CommonFiltered,2,1.1212869352616759,891.8144063523573,509.1123199999565,1116.4094444196292,806.54336,719608.95488,718802.41152,0.0,1.570513713931985
microGPi1_R_3_CommonFiltered,2,1.2755159932716462,784.3823026390403,501.063679999992,837.2527954527653,412.75392,719691.32544,719278.57152,0.0,1.60557877664104
microGPi1_R_3_CommonFiltered,4,1.2657898364602067,790.5670245274725,546.0172799999709,826.7137100184415,144.5888,719560.58112,719415.99232,0.0,1.5069762925497192
microGPi1_R_4_CommonFiltered,0,1.0670983473122269,932.9429294393741,433.60256000002846,1281.3655197019525,3783.72096,719350.94784,715567.2268800001,0.0,1.4316873685945533
microGPi1_R_4_CommonFiltered,2,1.1601915625074342,859.4934423021584,359.50591999999597,1220.9777448663203,2851.06176,719668.59264,716817.5308800001,0.0,1.4207719776593437
microGPi1_R_8_CommonFiltered,3,2.1175232829477,472.0057469730795,313.3440000000119,474.12619846392005,87.49056,718952.2432,718864.7526400001,0.0,1.5719100753106214
microGPi1_R_8_CommonFiltered,4,1.5256171684229494,655.4206745670009,452.81280000001425,667.8786322058933,673.09568,719669.57568,718996.48,0.0,1.6131837615920541
microGPi1_R_9_CommonFiltered,1,1.8035073630355085,554.082594541249,369.50016000005417,589.0121440126638,1031.49568,719676.6208,718645.12512,0.0,1.5188820574315145
