Electrode,Cluster,onset_start_ms,onset_end_ms,onset_duration_ms,span_start_ms,span_end_ms,span_duration_ms,Num_Spikes,RS,Method
microGPi1_L_1-2+,0,2400.01024,2526.33088,126.32063999999991,2400.01024,2526.33088,126.32063999999991,4,4.278111341762504,RankSurprise
microGPi1_L_1-2+,0,79870.23872,79927.7056,57.46688000000722,79870.23872,79927.7056,57.46688000000722,3,3.822269355617527,RankSurprise
microGPi1_L_1-2+,0,112213.31968,112596.62336,383.30367999999726,112213.31968,112596.62336,383.30367999999726,7,5.374110299688237,RankSurprise
microGPi1_L_1-2+,0,119598.94016,119641.37472,42.43456000000879,119598.94016,119641.37472,42.43456000000879,3,4.418966332123587,RankSurprise
microGPi1_L_1-2+,0,121832.8576,121896.83712,63.9795199999935,121832.8576,121896.83712,63.9795199999935,3,3.6005229325564745,RankSurprise
microGPi1_L_1-2+,0,137717.10464,138036.59264,319.487999999983,137717.10464,138036.59264,319.487999999983,7,6.386858139736766,RankSurprise
microGPi1_L_1-2+,0,141120.18432,141267.68128,147.49695999998949,141120.18432,141267.68128,147.49695999998949,4,3.9891175634481044,RankSurprise
microGPi1_L_1-2+,0,142892.6464,143843.28704,950.6406399999978,142892.6464,143843.28704,950.6406399999978,13,6.676117655203839,RankSurprise
microGPi1_L_1-2+,0,148856.832,150064.45568,1207.6236800000188,148856.832,150064.45568,1207.6236800000188,13,5.582688195712535,RankSurprise
microGPi1_L_1-2+,0,176035.88096,177860.64896,1824.7679999999818,176035.88096,177860.64896,1824.7679999999818,14,4.562188473464997,RankSurprise
microGPi1_L_1-2+,0,187833.344,187920.13824,86.79423999998835,187833.344,187920.13824,86.79423999998835,4,5.369540471311559,RankSurprise
microGPi1_L_1-2+,0,194515.18976,194746.20416,231.01439999998547,194515.18976,194746.20416,231.01439999998547,5,4.320383870477286,RankSurprise
microGPi1_L_1-2+,0,197782.85568,198081.16736,298.31167999998434,197782.85568,198081.16736,298.31167999998434,6,5.1772076218720855,RankSurprise
microGPi1_L_1-2+,0,201789.44,202319.29856,529.8585599999933,201789.44,202319.29856,529.8585599999933,9,6.312192342630694,RankSurprise
microGPi1_L_1-2+,0,203583.40608,204263.66976,680.2636800000037,203583.40608,204263.66976,680.2636800000037,10,6.037265881796447,RankSurprise
microGPi1_L_1-2+,0,209546.6496,209892.63872,345.9891199999838,209546.6496,209892.63872,345.9891199999838,7,5.879578873250213,RankSurprise
microGPi1_L_1-2+,0,210859.008,210941.78816,82.7801599999948,210859.008,210941.78816,82.7801599999948,4,5.637512064815773,RankSurprise
microGPi1_L_1-2+,0,231453.77792,232346.95168,893.1737600000051,231453.77792,232346.95168,893.1737600000051,11,5.383610800212005,RankSurprise
microGPi1_L_1-2+,0,244275.03616,244335.94368,60.907520000007935,244275.03616,244335.94368,60.907520000007935,3,3.711491563101072,RankSurprise
microGPi1_L_1-2+,0,246663.12704,246807.51104,144.38400000002002,246663.12704,246807.51104,144.38400000002002,5,5.894974891963312,RankSurprise
microGPi1_L_1-2+,0,247882.21952,247939.76832,57.54879999998957,247882.21952,247939.76832,57.54879999998957,3,3.7563653556422985,RankSurprise
microGPi1_L_1-2+,0,248884.75648,248942.46912,57.71263999998337,248884.75648,248942.46912,57.71263999998337,3,3.822269355617527,RankSurprise
microGPi1_L_1-2+,0,252132.22912,252754.04288,621.81375999999,252132.22912,252754.04288,621.81375999999,11,7.982028272935496,RankSurprise
microGPi1_L_1-2+,0,276871.08608,277112.95488,241.86879999999655,276871.08608,277112.95488,241.86879999999655,6,5.849196349385068,RankSurprise
