Electrode,Cluster,Spike_ms,IsBurst,BurstIndex
microGPi1_L_1_CommonFiltered,0,131.72736,False,-1
microGPi1_L_1_CommonFiltered,0,162.816,False,-1
microGPi1_L_1_CommonFiltered,0,273.6128,False,-1
microGPi1_L_1_CommonFiltered,0,383.46752,False,-1
microGPi1_L_1_CommonFiltered,0,490.496,False,-1
microGPi1_L_1_CommonFiltered,0,679.56736,False,-1
microGPi1_L_1_CommonFiltered,0,841.27744,False,-1
microGPi1_L_1_CommonFiltered,0,1006.83776,False,-1
microGPi1_L_1_CommonFiltered,0,1436.83584,False,-1
microGPi1_L_1_CommonFiltered,0,1630.86336,False,-1
microGPi1_L_1_CommonFiltered,0,2974.63808,False,-1
microGPi1_L_1_CommonFiltered,0,3484.79488,False,-1
microGPi1_L_1_CommonFiltered,0,3806.74048,False,-1
microGPi1_L_1_CommonFiltered,0,3956.03968,False,-1
microGPi1_L_1_CommonFiltered,0,4180.33664,False,-1
microGPi1_L_1_CommonFiltered,0,4213.59616,False,-1
microGPi1_L_1_CommonFiltered,0,4326.72768,False,-1
microGPi1_L_1_CommonFiltered,0,4458.12736,False,-1
microGPi1_L_1_CommonFiltered,0,4684.8,False,-1
microGPi1_L_1_CommonFiltered,0,4745.50272,False,-1
microGPi1_L_1_CommonFiltered,0,5038.16192,False,-1
microGPi1_L_1_CommonFiltered,0,5229.93664,False,-1
microGPi1_L_1_CommonFiltered,0,5609.18528,False,-1
microGPi1_L_1_CommonFiltered,0,5611.9296,False,-1
microGPi1_L_1_CommonFiltered,0,6459.14624,False,-1
microGPi1_L_1_CommonFiltered,0,6534.06208,False,-1
microGPi1_L_1_CommonFiltered,0,6612.992,False,-1
microGPi1_L_1_CommonFiltered,0,6737.75616,False,-1
microGPi1_L_1_CommonFiltered,0,6955.58144,False,-1
microGPi1_L_1_CommonFiltered,0,7051.59168,False,-1
microGPi1_L_1_CommonFiltered,0,7165.82912,False,-1
