Electrode,Cluster,FR_Hz,ISI_mean_ms,ISI_median_ms,ISI_std_ms,Start_ms,End_ms,Duration_ms,thr,SNR
microGPi1_L_1_CommonFiltered,0,4.6400884751853395,215.52896794461685,112.14848000003258,266.60599703011394,131.72736,902982.57408,902850.84672,0.0,2.358495381006216
microGPi1_L_1_CommonFiltered,3,1.1982280978879565,833.7486434042554,407.75679999997374,1198.7542549114332,1636.72064,902919.00416,901282.28352,0.0,1.7468181241848089
microGPi1_R_1_CommonFiltered,0,13.911406068085498,71.87357602738635,37.0278400000243,138.35028892511883,129.14688,902933.13536,902803.9884799999,0.0,17.48118409406219
microGPi1_R_1_CommonFiltered,3,5.949058541454808,168.0177522249116,80.03583999999682,258.6064787996898,225.73056,902649.07776,902423.3472,0.0,8.179028934838051
microGPi2_R_1_CommonFiltered,0,3.6478404384869947,273.960481117522,105.75871999998344,408.30052571370794,250.22464,902402.08896,902151.8643199999,0.0,1.9216074561227308
microGPi2_R_1_CommonFiltered,2,3.498338781171954,285.65068200126666,79.25760000001173,489.4263462735416,394.69056,902479.54432,902084.85376,0.0,1.2364409000429306
microGPi2_R_1_CommonFiltered,4,7.881505889712186,126.83283570545251,41.16480000002775,213.0773353036683,156.63104,902699.08992,902542.45888,0.0,2.350923830416822
microGPi2_R_4_CommonFiltered,0,8.24363212631973,121.25968337498321,65.74080000002868,153.55153727694383,138.93632,902674.75968,902535.82336,0.0,4.697264504464275
microGPi2_R_4_CommonFiltered,2,6.723144900441574,148.68089969028009,43.62239999999292,349.09806809500526,110.51008,902603.5712,902493.06112,0.0,1.2694334336958362
microGPi2_R_4_CommonFiltered,4,12.212624273113109,81.85106595810284,30.433279999997467,155.5003802337514,117.67808,902689.3824,902571.70432,0.0,2.6392089633236484
microGPi2_R_7_CommonFiltered,0,1.7231450280163219,580.0213895819936,170.43456000008155,1632.1214734874775,705.98656,902639.24736,901933.2608,0.0,1.4306971507936102
microVIMPPN_L_1_CommonFiltered,0,1.524916904613416,656.1763423255815,394.1376000000164,797.2542113843198,46.40768,902945.05472,902898.6470400001,0.0,1.2797642061956047
microVIMPPN_L_1_CommonFiltered,1,6.827242350720195,146.42543470473717,101.0483200000308,150.07788326860003,392.11008,902958.4896,902566.37952,0.0,2.0582548335275797
