onset_start_ms,onset_end_ms,onset_duration_ms,span_start_ms,span_end_ms,span_duration_ms,num_onsets,RS
30746.74688,30763.4176,16.670720000001893,30757.29408,30915.7888,158.49471999999878,6,7.119869869674311
58061.74208,58109.87008,48.12799999999697,58081.6896,58612.4288,530.7392000000036,8,5.533434158027316
69333.07392,69342.08512,9.011200000008103,69338.27584,69812.16256,473.88671999999497,4,4.7581744534588815
104003.74784,104038.93248,35.184640000006766,104017.55136,104140.73856,123.1872000000003,8,6.908605899783173
104156.73344,104255.97952,99.24607999999716,104220.30336,104345.84576,125.54239999999118,13,6.800647911899445
105143.82848,105145.01632,1.1878399999986868,105144.32,105323.39712,179.0771199999872,3,4.841307508953994
114067.08736,114067.41504,0.3276800000021467,114067.08736,114493.6448,426.5574399999896,3,5.937752463714411
171150.336,171150.9504,0.6143999999912921,171150.9504,171804.99968,654.0492800000065,3,6.002276054019065
172919.31648,172919.43936,0.12287999998079613,172919.31648,173327.7696,408.45311999999103,3,6.440399603232393
180151.9104,180157.6448,5.734400000015739,180155.78112,180278.21056,122.42944000000716,4,5.35262240753946
209715.4048,209715.77344,0.36864000000059605,209715.44576,209739.69408,24.248319999984233,3,5.402458216607501
220027.12576,220183.87968,156.7539200000174,220098.62144000002,220671.50848000002,572.8870400000014,22,13.470458810805354
251217.26464,251217.38752,0.12287999998079613,251217.26464,251233.0752,15.810559999983525,3,6.258448348238634
251817.24672,251817.28768,0.04096000001300126,251817.2672,252219.65824000002,402.3910400000168,4,9.489014351801625
268670.89408,268673.8432,2.9491200000047684,268671.01696,269121.04448000004,450.0275200000615,4,6.692437603861087
307593.74848,307606.44608,12.697600000014063,307596.86144,309105.52064,1508.6591999999946,6,7.193945524427136
307890.70848,308217.73312,327.0246400000178,308054.50752,309412.74112,1358.233600000036,30,8.710455092710822
311611.02336,311669.26848,58.24512000003597,311628.55424,311785.18528,156.63103999994928,9,5.841957026355616
332180.39808,332642.42688,462.02879999997094,332431.50336,332969.45152,537.948160000029,44,14.593610133920723
332881.7152,332882.61632,0.9011199999949895,332882.61632,334373.56032,1490.9440000000177,3,5.895864967613736
343193.64096,343413.5552,219.9142400000128,343319.08096000005,343463.79264,144.7116799999494,22,7.978981974391022
355717.57056,355751.07584,33.50527999998303,355730.39104,355814.15424,83.76319999998668,7,5.667589196682437
391606.84544,391683.31776,76.47232000000076,391655.6288,392146.37056,490.74176000000443,13,9.153128830016664
404994.62144,405108.16256,113.54112000000896,405056.9216,405196.14464,139.22304000001168,13,6.27422417982218
405542.2976,405586.16576,43.86816000001272,405554.62656,406044.59008,489.96351999999024,9,6.940415760746462
