Electrode,Cluster,FR_Hz,ISI_mean_ms,ISI_median_ms,ISI_std_ms,Start_ms,End_ms,Duration_ms,thr,SNR
microGPi1_L_2_CommonFiltered,0,6.244225777076777,160.08260890920965,86.4255999999732,204.62710482744797,295.69024,490468.63872,490172.94847999996,0.0,1.2447235058927097
microGPi1_L_2_CommonFiltered,1,1.2965483494028176,772.1765654173229,488.07936000000336,866.9031235979371,59.47392,490391.59296,490332.11903999996,0.0,2.9979544851634072
microGPi1_L_2_CommonFiltered,2,1.4372116137248214,694.1283490909091,442.34751999998116,770.0856261259618,1086.34112,489752.69888,488666.35776,0.0,1.988538651095901
microGPi1_L_2_CommonFiltered,4,7.671244400633338,130.34494366826155,63.52896000001056,179.45836004074593,132.46464,490490.14272,490357.67808,0.0,1.202161068182577
microGPi1_L_3_CommonFiltered,0,7.646781224229511,130.71133354666668,75.7145600000149,158.0936626563393,12.53376,490180.03456,490167.5008,0.0,1.2249094232114437
microGPi1_L_3_CommonFiltered,1,2.2363420429164953,447.3557021897811,246.1491200000164,568.1659827689383,37.0688,490338.9184,490301.8496,0.0,1.3851761042729889
microGPi1_L_3_CommonFiltered,4,3.4941570296799207,286.10954535901925,175.51359999997658,368.91123003225965,111.53408,490217.18528,490105.65119999996,0.0,1.3269181457115768
microGPi1_L_4_CommonFiltered,0,9.161459563233118,109.04763569997775,69.75488000002224,114.00565668078438,464.896,490415.9232,489951.0272,0.0,1.9626576350103888
microGPi1_L_4_CommonFiltered,1,3.129247981656172,318.5476555932203,181.28896000003442,402.73595386206006,503.52128,489155.62496,488652.10368,0.0,1.3772445534047302
microGPi1_L_4_CommonFiltered,3,3.2189462951368695,310.6597961977186,188.98943999999028,349.81845114675326,67.01056,490288.16896,490221.15839999996,0.0,1.6441985387747644
microGPi1_L_6_CommonFiltered,3,2.2281876507818863,446.99374183150184,258.7647999999972,546.3878057392644,2043.98592,490161.152,488117.16608,0.0,1.4668531337891364
microGPi1_L_6_CommonFiltered,4,2.8540372471131206,350.35746447462475,207.21663999999873,417.96241793698954,6.67648,490156.76928,490150.0928,0.0,1.4738383452309511
microGPi1_R_1_CommonFiltered,0,3.133325177723476,318.82936,177.72543999998015,413.75122918884625,193.45408,489915.35104,489721.89696,0.0,1.3530545607310924
microGPi1_R_1_CommonFiltered,2,5.479751514457192,182.20930238928173,118.0467199999839,202.0137104614639,484.88448,490081.28,489596.39552,0.0,1.7934403077540473
microGPi1_R_2_CommonFiltered,2,8.11158157590222,123.21132500754148,44.48255999997491,195.54307332547208,87.94112,490222.592,490134.65088000003,0.0,3.2838651699769406
microGPi1_R_2_CommonFiltered,3,2.3443877387000636,426.14595063533505,262.14400000002934,528.8845021094863,306.91328,489948.61056,489641.69728,0.0,1.5563911624684736
microGPi1_R_2_CommonFiltered,4,13.72791915861411,72.85292941630775,37.92896000001929,88.58502368094001,1.26976,490520.04352,490518.77376,0.0,1.9104520663345208
microGPi1_R_3_CommonFiltered,0,10.084944472477577,99.06765638495756,64.32768000000215,104.72098428809184,238.42816,490227.05664,489988.62848,0.0,2.1155894181554427
microGPi1_R_3_CommonFiltered,1,4.323866429376378,231.0457962264151,145.73567999999705,258.05361611338174,241.58208,490058.67008,489817.088,0.0,1.6650130792278286
microGPi1_R_3_CommonFiltered,2,3.1802129324974775,314.06659325208466,212.95104000001447,317.1785227818432,664.20736,490294.02624,489629.81888,0.0,2.4456580411546893
microGPi1_R_6_CommonFiltered,0,2.7847249139689447,358.6452498754579,168.59135999996215,508.7596307432275,267.18208,489817.94816,489550.76608000003,0.0,1.2327382240915603
microGPi1_R_6_CommonFiltered,2,2.22207185668093,450.0473793939395,210.4934400000202,609.7560134487042,377.2416,490478.83776,490101.59616,0.0,1.258024229138172
microGPi1_R_6_CommonFiltered,3,1.4453660058594304,691.2663575141243,288.2150400000028,1152.6070604452477,582.2464,489998.82752,489416.58112,0.0,1.331757763287697
microGPi1_R_8_CommonFiltered,4,1.0498779873308979,943.3604382879379,322.5804799999969,1751.3765321615595,666.70592,485553.9712,484887.26528000005,0.0,1.2392127285450927
microGPi2_L_1_CommonFiltered,0,9.357164974463732,106.88750762257574,73.3183999999892,174.0287666000468,3.97312,490510.7456,490506.77248000004,0.0,5.235034659061163
microGPi2_L_1_CommonFiltered,1,3.3983429220982657,294.25297671068427,172.54399999999987,411.74285049991175,87.81824,490313.27744,490225.4592,0.0,1.635295701764174
microGPi2_L_1_CommonFiltered,2,4.1933961552226355,238.46826334630353,180.57215999999607,244.40936080576748,2.6624,490293.41184,490290.74944000004,0.0,2.28958010854567
microGPi2_L_2_CommonFiltered,2,4.011960930227587,248.37554692425013,150.5689599999896,291.9170750426129,451.13344,489005.83424,488554.7008,0.0,2.025193397934576
microGPi2_L_2_CommonFiltered,4,2.1670297097723195,459.8313461393597,230.33856000001106,673.5393048623325,177.31584,488518.20544,488340.8896,0.0,1.388821306446779
microGPi2_L_3_CommonFiltered,0,3.971188969554542,251.68638816640987,150.15935999999783,291.4669099840538,22.24128,490055.63904,490033.39775999996,0.0,1.6008853189928025
microGPi2_L_3_CommonFiltered,4,5.035337143121006,198.1132675577157,40.14079999999376,410.7563891446199,37.2736,489178.9312,489141.6576,0.0,2.794772610051183
microGPi2_L_4_CommonFiltered,0,13.087799376047311,76.41304636859323,46.325760000006994,95.35848099501865,7.53664,490502.88128,490495.34463999997,0.0,1.969087106672811
microGPi2_L_4_CommonFiltered,1,1.753194308940917,570.8918493131548,248.79103999998188,907.789304400364,15.68768,490411.78624,490396.09856,0.0,1.920066538015123
microGPi2_L_4_CommonFiltered,2,6.810956030432097,146.81554011976047,84.80767999998807,190.46158088009614,15.11424,490379.01824,490363.904,0.0,2.146068134869636
microGPi2_L_5_CommonFiltered,4,0.8399023898647183,1013.8925469586375,312.3199999999779,2136.465268709127,57900.15488,474609.99168,416709.8368,0.0,2.3794309385589396
microGPi2_R_1_CommonFiltered,0,2.217994660613625,449.09908077276907,283.5660800000187,516.2861293780455,305.07008,488475.77088,488170.70080000005,0.0,1.2611982535824453
microGPi2_R_1_CommonFiltered,1,1.6981521620323068,589.1435815384616,376.87296000000424,648.4975626564064,55.45984,490222.91968,490167.45983999997,0.0,1.3361776923864679
microGPi2_R_1_CommonFiltered,2,4.674505291164561,213.98032977312388,139.96032000002742,228.28361874463263,17.6128,490460.52864,490442.91584,0.0,1.8061963876378053
microGPi2_R_1_CommonFiltered,3,7.795598880686124,128.30542681663613,83.92704000000231,131.0825667300565,14.58176,490526.22848,490511.64672,0.0,1.772283727090039
microGPi2_R_1_CommonFiltered,4,7.025008823965582,142.35353730043542,95.06816000000254,145.9502515381765,32.39936,490440.33536,490407.93600000005,0.0,1.7714295782541951
microGPi2_R_2_CommonFiltered,0,2.7439529532959,363.6341702899628,189.89055999999982,494.33684504061847,777.70752,489865.66656,489087.95904,0.0,1.4152623405529008
microGPi2_R_2_CommonFiltered,3,3.159826952160955,316.3861988896062,189.64479999999458,360.74429985580895,29.9008,490112.12288,490082.22208,0.0,2.1974067925285983
microGPi2_R_3_CommonFiltered,0,3.506388617881834,285.29543073880166,170.72128000001248,342.5348095415308,2.62144,490425.46688,490422.84544,0.0,1.6897571319583293
microGPi2_R_3_CommonFiltered,4,9.658877483444261,103.54096557314756,63.03743999998551,118.3223094205439,7.20896,490480.76288,490473.55392,0.0,1.777199120738107
microGPi2_R_4_CommonFiltered,0,3.673553656641317,271.87733321488065,164.6591999999946,303.5124281383944,654.25408,490305.3312,489651.07712000003,0.0,3.4288141649421164
microGPi2_R_4_CommonFiltered,1,9.21854030817538,108.49455989382881,54.68159999999989,143.2723744876127,19.8656,490523.77088,490503.90528,0.0,5.2043530806904466
microGPi2_R_4_CommonFiltered,2,7.6284338419266415,131.09641614541567,66.35520000000542,171.6571406254316,54.64064,490486.33344,490431.6928,0.0,4.695866330584706
microGPi2_R_4_CommonFiltered,3,3.6715150586076644,272.2980295111111,162.89792000000307,304.4250834917054,133.77536,490270.22848,490136.45311999996,0.0,1.907835809284425
microGPi2_R_4_CommonFiltered,4,3.64909048023749,273.9323521073226,134.71744000003673,365.1366229719569,372.36736,490437.34528,490064.97792000003,0.0,3.1169131733166786
microGPi2_R_5_CommonFiltered,3,5.708074494226241,175.20646585209005,81.22367999999551,274.82733105492434,86.87616,490489.77408,490402.89792,0.0,1.216455618859177
microGPi2_R_6_CommonFiltered,0,2.664447629983463,375.3575968147014,238.48960000000625,422.1335615287502,87.77728,490304.79872,490217.02144000004,0.0,1.6043186411120685
microGPi2_R_6_CommonFiltered,1,5.5144076810292795,181.25636165680473,94.65855999999621,226.35218684109466,353.32096,490470.52288,490117.20192,0.0,1.2522763540921065
microGPi2_R_6_CommonFiltered,2,8.319518575334747,120.19559403921568,76.0422400000025,130.8837985255185,11.14112,490409.1648,490398.02368000004,0.0,1.752771076410479
microGPi2_R_6_CommonFiltered,3,3.532890392319313,282.8419251732102,171.08992000000035,330.49742474501005,344.96512,490227.17952,489882.2144,0.0,1.6054896766410955
microVOSTN_L_1_CommonFiltered,0,4.570536791448298,218.54501354752344,126.48447999998461,258.2931445053018,257.14688,490016.52224,489759.37536,0.0,1.2637813552071306
microVOSTN_L_1_CommonFiltered,1,1.1681166732827273,856.5231530069931,570.9414400000242,932.3070221095429,358.1952,490289.43872,489931.24351999996,0.0,1.3203398808665465
microVOSTN_L_1_CommonFiltered,3,3.602202725463489,277.3152036240091,165.53984000000128,338.5589346061088,352.33792,490090.98752,489738.6496,0.0,1.4135606600217319
microVOSTN_L_1_CommonFiltered,4,2.7786091198679883,359.88514584434654,229.9289600000193,415.60374442048237,330.3424,490493.91104,490163.56863999995,0.0,1.438617467330218
microVOSTN_L_2_CommonFiltered,3,5.045530133289267,198.10307311236866,121.56927999999607,224.1698631193997,101.82656,490208.82944,490107.00288,0.0,1.2295779630086923
microVOSTN_L_3_CommonFiltered,1,4.124083822078459,241.8956610089021,32.747520000033546,881.3320627284514,1400.54528,490513.57184,489113.02655999997,0.0,7.652560424495019
microVOSTN_L_3_CommonFiltered,2,6.09948531668747,163.75124648612504,29.450239999976475,589.9790551991717,725.36064,490505.33888,489779.97823999997,0.0,7.599019371142851
