onset_start_ms,onset_end_ms,onset_duration_ms,span_start_ms,span_end_ms,span_duration_ms,num_onsets,RS
54914.74432,55233.65888,318.9145600000047,54914.74432,55212.40064,297.65632000000187,15,6.538545784244094
61165.32224,61209.92768,44.60543999999936,61165.32224,61369.42592,204.10368000000017,5,5.318097569352094
102391.56224,102419.70176,28.139519999996992,102391.56224,102457.9584,66.39616000000387,5,6.547885577844632
152219.07456,152331.30496,112.23040000000037,152219.07456,152582.3488,363.2742399999988,8,5.859835551029689
159731.63008,159736.2176,4.58752000000095,159731.63008,159751.04512000002,19.41504000002169,3,5.527816617395855
168351.41632,168461.14816,109.7318400000222,168351.41632,168620.48256,269.06624000001466,8,5.904355380372318
172062.3104,172232.86784,170.55744000000414,172062.3104,172160.86015999998,98.54975999999442,9,4.867339455141753
191090.76992,191139.79904,49.02912000002107,191090.76992,191159.00928,68.23936000000685,5,4.7134504223122065
276222.27968,276356.95616,134.67648000002373,276222.27968,276279.37792,57.09824000002118,8,5.02377908863999
276672.88064,276749.55776,76.67712000000756,276672.88064,276776.36608,103.48544000001857,6,4.6722857884036895
294711.45984,294732.5952,21.135359999956563,294711.45984,294809.12896,97.66911999997683,4,5.194382298120882
