Electrode,Cluster,FR_Hz,ISI_mean_ms,ISI_median_ms,ISI_std_ms,Start_ms,End_ms,Duration_ms,thr,SNR
microGPi1_L_1_CommonFiltered,1,4.42870361972236,225.76856491844418,136.47871999999916,251.41412215603245,142.66368,1079767.94112,1079625.27744,0.0,2.020670689608439
microGPi1_R_1_CommonFiltered,0,1.988888851173663,502.04889486725665,238.4691200000234,700.3230307355295,1357.94688,1079256.92416,1077898.97728,0.0,1.3841824239587652
microGPi1_R_1_CommonFiltered,1,4.947222128408232,202.12090776488208,113.8483199999755,240.03963789908974,174.77632,1079904.6656,1079729.88928,0.0,3.5194922614618176
microGPi2_L_1_CommonFiltered,3,2.977777721310289,335.7245057791602,103.42399999999907,656.7474380847202,608.82944,1079963.11552,1079354.28608,0.0,2.7693882523885867
microGPi2_L_2_CommonFiltered,2,2.959259203142936,337.8085041877934,96.58368000015616,604.6242292853591,658.80064,1079956.97152,1079298.1708799999,0.0,1.236081344063283
microGPi2_L_3_CommonFiltered,0,3.2916666042469145,303.7012622622397,101.0892800000147,607.6577034312587,608.82944,1079963.11552,1079354.28608,0.0,2.442643651982517
microGPi2_R_1_CommonFiltered,0,7.7537035566705095,128.96429907560014,59.105280000017956,191.94307310038562,103.38304,1079921.4592,1079818.07616,0.0,1.8717004702078892
microGPi2_R_1_CommonFiltered,4,3.099999941214816,322.6505721422169,162.69312000001082,472.72382044857994,15.1552,1079926.62016,1079911.46496,0.0,1.9867803133001884
microGPi2_R_2_CommonFiltered,0,7.070370236295201,141.44342070988867,67.95263999997405,201.62515919997364,15.85152,1079936.36864,1079920.51712,0.0,1.373905034238985
microGPi2_R_2_CommonFiltered,4,4.723148058583266,211.46528426666666,101.1097599999921,307.25081399934453,223.06816,1078696.01792,1078472.94976,0.0,1.4839908310883707
microGPi2_R_4_CommonFiltered,1,5.428703600759398,184.10182616171957,105.34911999999895,281.22959513700613,244.61312,1079449.51808,1079204.90496,0.0,1.3087700257459804
microGPi2_R_4_CommonFiltered,3,10.808333128375311,92.50479813570938,46.30528000001141,228.2999541272511,229.376,1079945.37984,1079716.0038400001,0.0,2.547998309764164
microGPi2_R_4_CommonFiltered,4,8.114814660933884,123.22033305488988,72.9087999999756,222.2433385553527,186.49088,1079966.26944,1079779.77856,0.0,3.1751270683589086
microVIMPPN_L_1_CommonFiltered,0,2.086111071552264,479.1525172291296,299.8067200000514,579.8444338904164,740.92544,1079792.39424,1079051.4688000001,0.0,2.1091892665723657
microVIMPPN_L_1_CommonFiltered,1,8.224999844029632,121.56867127223599,72.64256000000023,176.92365098693966,7.41376,1079780.352,1079772.93824,0.0,4.235832121481847
microVIMPPN_L_1_CommonFiltered,2,6.096296180692457,164.01257581042077,102.03136000002269,193.03585295631646,17.36704,1079712.1536,1079694.7865600002,0.0,1.860535018033063
microVIMPPN_L_1_CommonFiltered,3,2.418518472656242,413.5842581080046,255.4675199999474,514.7552841856414,104.57088,1079973.0688,1079868.49792,0.0,2.4161673489604087
