Electrode,Cluster,FR_Hz,ISI_mean_ms,ISI_median_ms,ISI_std_ms,Start_ms,End_ms,Duration_ms,thr,SNR
microGPi1_L_1_CommonFiltered,0,6.197826796470728,160.80595414987081,111.00159999995958,161.12244547179876,22.85568,311182.37696,311159.52128000004,0.0,6.420332201372028
microGPi1_L_1_CommonFiltered,1,3.3422165162786364,299.2165700479386,226.71359999998822,342.3017805134046,159.66208,312242.54464,312082.88256,0.0,13.917152132840815
microGPi1_L_1_CommonFiltered,2,4.139354363551989,240.29564433436533,170.35264000000097,232.08441362386318,706.51904,311168.49152,310461.97248,0.0,2.486096575780982
microGPi1_L_1_CommonFiltered,3,2.2761646964311404,437.3217856901409,305.7459200000012,517.036895102194,574.95552,311073.42336,310498.46784,0.0,1.5248212309651603
microGPi1_L_1_CommonFiltered,4,7.58081294113775,131.8279343641741,88.55551999999443,135.7774771814248,88.43264,312125.15328,312036.72064,0.0,2.0550923347080814
microGPi1_L_3_CommonFiltered,0,4.257804565757267,234.8514181489842,135.78239999999641,271.57621327752315,131.85024,312249.38496,312117.53472,0.0,1.3796225873477428
microGPi1_L_3_CommonFiltered,4,2.801187214313991,357.24318462242564,169.1647999999841,467.86803506949536,51.85536,312282.39872,312230.54336,0.0,1.2687507469096468
microGPi1_L_4_CommonFiltered,0,3.3582233003604305,297.56185404580157,171.1513599999962,355.034979526783,162.89792,312007.72096,311844.82304,0.0,1.3782209926170228
microGPi1_L_4_CommonFiltered,4,3.2077595299915647,311.7741803796204,175.22688000000198,388.4507729426312,268.04224,312353.9968,312085.95456000004,0.0,1.3002720388743434
microGPi1_L_5_CommonFiltered,0,3.41584772305489,292.07726829268296,172.87167999999656,343.6740108680667,494.22336,311848.59136,311354.368,0.0,1.3426327976207992
microGPi1_L_5_CommonFiltered,2,4.318630345268085,230.7144621958457,139.20256000000518,275.5648050299405,985.088,311988.18304,311003.09504,0.0,1.4673787947634236
microGPi1_L_6_CommonFiltered,3,3.767996972854363,265.16828299319724,133.42720000000554,378.32484222546805,140.20608,311978.10688,311837.9008,0.0,2.9043683353445364
microGPi1_L_6_CommonFiltered,4,5.839274833038537,171.11562391662096,170.88511999999173,123.01179235684944,55.9104,311999.6928,311943.7824,0.0,11.767039898576328
microGPi1_L_7_CommonFiltered,3,2.9580536983155747,335.8856237486458,124.68223999999464,525.7001373840711,2165.59616,312188.02688,310022.43072,0.0,1.216472780707809
microGPi1_R_1_CommonFiltered,0,4.379456124778903,228.20137386978783,164.82304000000295,226.1740853413323,30.22848,311981.50656,311951.27808,0.0,2.2549985186736
microGPi1_R_1_CommonFiltered,3,4.334637129349879,230.04007875831485,161.87391999998363,241.39576256051268,588.92288,311833.14944,311244.22656,0.0,1.6224303772836226
microGPi1_R_1_CommonFiltered,4,3.0476916891736225,327.0888149737119,223.51872000000003,336.28683383631295,489.51296,311550.976,311061.46304,0.0,1.6099884159224764
microGPi1_R_2_CommonFiltered,0,0.8611649836005298,1161.4509086567164,801.136639999997,1122.7325710646526,1017.36448,312286.208,311268.84352,0.0,1.6942295866171335
microGPi1_R_2_CommonFiltered,1,5.208607540215844,191.9319096678967,125.91104000000632,195.33258981494362,64.02048,312145.3056,312081.28512,0.0,1.7456343833864711
microGPi1_R_2_CommonFiltered,3,4.401865622493415,227.29121350800582,161.77152000000024,225.27209956185916,35.92192,312334.04928,312298.12736,0.0,1.5998672639963625
microGPi1_R_2_CommonFiltered,4,1.1172735289092377,896.02048,580.9766400000008,940.6880594493015,116.40832,311931.53536,311815.12704,0.0,1.633211239317605
microGPi1_R_3_CommonFiltered,0,3.8448295364469756,260.268032,187.98591999999553,251.12284865642403,32.23552,312353.87392,312321.6384,0.0,1.678061217687336
microGPi1_R_3_CommonFiltered,2,3.4702707889329902,288.1491371375808,178.25792000000365,318.7793863144363,291.79904,312357.31456,312065.51552,0.0,1.4744603691461715
microGPi1_R_3_CommonFiltered,3,6.597996398515584,151.39889708737863,102.1952000000017,151.94592931079893,178.54464,312060.27264,311881.728,0.0,2.118730069262107
microGPi1_R_4_CommonFiltered,0,2.685938368925073,372.4092975656324,249.69215999997687,404.65931260074876,267.22304,312346.2144,312078.99136,0.0,1.4289701087345008
microGPi1_R_4_CommonFiltered,3,2.497058316759901,398.4523600513479,253.37856000001193,445.55774341221587,804.82304,311199.21152,310394.38848,0.0,1.5111560082730378
microGPi1_R_5_CommonFiltered,0,2.9644564119482926,336.75952570810813,184.93439999999828,414.4412960741301,790.9376,312293.49888,311502.56128,0.0,1.3304891967484758
microGPi1_R_5_CommonFiltered,3,2.8588116370084506,349.3253395515695,197.50912000000244,429.1658092502079,684.52352,312282.7264,311598.20288,0.0,1.264522678887592
microGPi1_R_6_CommonFiltered,1,3.0701011868881345,325.88229210855945,212.5619200000001,343.791054908261,65.57696,312260.8128,312195.23584000004,0.0,1.4591108154060077
