Region,onset_start_ms,onset_end_ms,onset_duration_ms,span_start_ms,span_end_ms,span_duration_ms,Num_Events,RS,Method
GPi1,544.9728,3654.77888,3109.80608,2297.20064,2504.99072,207.79007999999976,21,8.509284043159097,RS_region_onsets
GPi1,5076.25472,7447.7568,2371.50208,6312.3251199999995,6676.91008,364.58496000000014,18,8.812864728413787,RS_region_onsets
GPi1,9462.90688,11851.20256,2388.2956799999993,10433.04448,10823.80288,390.7583999999988,15,4.817202143849026,RS_region_onsets
GPi1,13842.39104,14715.24864,872.8575999999994,14258.05312,14403.09248,145.03935999999885,10,6.049659087808294,RS_region_onsets
GPi1,15654.78912,19081.0112,3426.2220800000014,17382.76864,17429.66784,46.89919999999984,17,4.102521263027959,RS_region_onsets
GPi1,20901.56032,23334.05184,2432.4915199999996,21840.4864,22187.33568,346.84927999999854,23,13.37619520581106,RS_region_onsets
GPi1,31026.13504,31046.98368,20.84864000000016,31042.92864,31142.25664,99.32800000000134,3,4.606270341346631,RS_region_onsets
GPi1,56106.43456,56124.29312,17.85856000000058,56106.43456,56931.98336,825.5487999999968,3,5.126611675320678,RS_region_onsets
GPi1,102041.96864,102073.99936,32.0307199999952,102042.0096,102065.31584,23.306239999990794,3,4.3425097536362145,RS_region_onsets
GPi1,152379.35104,152418.79552,39.44448000000557,152379.35104,152454.02112,74.67007999998168,3,4.311857362665947,RS_region_onsets
GPi1,163689.39008,163698.688,9.297919999982696,163694.55104,163974.5536,280.00256000002264,3,5.4216351546308275,RS_region_onsets
GPi1,189449.87136,189474.03776,24.166400000016438,189462.69184,189656.39168,193.69983999998658,3,4.4373906874760145,RS_region_onsets
GPi1,295971.2256,296141.66016,170.43456000002334,296046.85824,296102.93247999996,56.074239999987185,4,4.044221957645892,RS_region_onsets
GPi1,331445.32992,331488.13312,42.803200000023935,331486.74048,331506.52416,19.783679999993183,3,3.913278428235179,RS_region_onsets
GPi1,398346.07616,398383.3088,37.23264000000199,398383.3088,398522.40896,139.10015999997267,3,4.35801394017218,RS_region_onsets
GPi1,400668.09856,400793.43616,125.33759999996983,400735.68256,400961.98656,226.30400000000373,5,5.69966921212718,RS_region_onsets
GPi1,409192.448,409384.7552,192.3072000000393,409321.0624,409422.60224,101.53983999998309,5,4.9899197286228905,RS_region_onsets
GPi1,423098.9824,423983.104,884.1216000000131,423695.7696,423813.44768,117.67807999998331,7,4.0576890099875245,RS_region_onsets
GPi2,1489.63328,1554.55488,64.9215999999999,1539.35872,1592.19712,52.83840000000009,5,4.69217305292684,RS_region_onsets
GPi2,12585.94304,12589.95712,4.014079999999012,12586.14784,12868.56704,282.4192000000003,3,3.9312152329414776,RS_region_onsets
GPi2,15418.69568,15542.0672,123.37151999999878,15499.8784,15633.83808,133.95967999999993,6,4.592990941180822,RS_region_onsets
GPi2,17156.75136,17252.67968,95.92832000000271,17182.55616,17617.46944,434.91328000000067,5,4.310542102395651,RS_region_onsets
GPi2,22488.30976,22510.71488,22.405119999999442,22510.6944,22528.83968,18.14528000000064,4,5.300670089927795,RS_region_onsets
GPi2,34412.70784,34462.55616,49.84831999999733,34430.19776,34571.755520000006,141.55776000000333,4,4.103260802710764,RS_region_onsets
GPi2,41705.6768,41705.71776,0.04095999999844935,41705.71776,41744.75264,39.03487999999925,3,5.612675904871123,RS_region_onsets
