Electrode,Cluster,FR_Hz,ISI_mean_ms,ISI_median_ms,ISI_std_ms,Start_ms,End_ms,Duration_ms,thr,SNR
microGPi1_L_1_CommonFiltered,0,4.0480032963573676,246.91453721068248,151.26527999999234,273.8424807018731,38.7072,416089.7024,416050.9952,0.0,1.6596493101991048
microGPi1_L_1_CommonFiltered,1,2.0504121085938265,487.24460192262603,302.48959999998624,573.0279511770401,123.2896,415742.93504,415619.64544,0.0,1.4838793749845987
microGPi1_L_1_CommonFiltered,2,0.9075594579021855,1102.6464594164456,717.0457600000082,1147.6114672073013,738.18112,416435.89632,415697.7152,0.0,1.6261522307649359
microGPi1_L_1_CommonFiltered,3,1.3589382359064472,735.0633752920354,479.23200000001816,777.782476773012,838.53312,416149.34016,415310.80704000004,0.0,1.618831957330231
microGPi1_L_1_CommonFiltered,4,3.803106299780587,262.80282723941883,165.0688000000082,288.72302974051473,102.07232,416118.94784,416016.87552,0.0,1.5786931014530126
microGPi1_L_2_CommonFiltered,0,2.578621316896686,387.25736976700836,258.99007999995956,397.1688506773177,869.53984,416396.6976,415527.15776000003,0.0,2.1788998800202095
microGPi1_L_2_CommonFiltered,1,1.9135579046244495,520.9488337688442,344.22784000000047,561.8631198438487,789.66784,415464.93952,414675.27168,0.0,1.4539756567002158
microGPi1_L_2_CommonFiltered,2,7.279683270792134,137.4012727152755,76.63615999999456,171.25969607168258,14.41792,416477.67552,416463.2576,0.0,1.3214600155920808
microGPi1_L_2_CommonFiltered,3,1.9255626593586053,519.2020566292135,329.564160000009,582.2777051184482,617.59488,416498.44224,415880.84736,0.0,1.8887457258115434
microGPi1_L_2_CommonFiltered,4,3.9759747679524318,251.2949705861027,140.94335999999748,311.75455021865116,428.07296,416321.24928,415893.17631999997,0.0,1.2894174010331043
microGPi1_L_3_CommonFiltered,0,6.494572311178338,153.8429121893491,93.18399999999383,173.98277493512316,211.31264,416202.5472,415991.23455999995,0.0,1.3657072011799503
microGPi1_L_3_CommonFiltered,1,2.4657766223956203,405.7383423001949,262.5740799999912,451.9152671901033,171.58144,416459.12064,416287.5392,0.0,1.4173866493456893
microGPi1_L_3_CommonFiltered,2,0.9075594579021855,1102.7016522015913,642.1708799999906,1383.6889068272826,459.69408,416178.21696,415718.52288,0.0,1.420757309155242
microGPi1_L_3_CommonFiltered,3,1.2845087565546807,774.6511676404494,496.4147199999934,805.9761178578559,19.82464,413683.54816,413663.72352,0.0,1.638615371239234
microGPi1_L_3_CommonFiltered,4,2.794706902111492,357.1534494926913,229.2121599999955,389.9102159640924,19.2512,415388.71296,415369.46176,0.0,1.5460940266958079
microGPi1_L_4_CommonFiltered,0,3.995182375527081,250.21138895971134,140.61567999998806,299.8522998582836,185.79456,416287.3344,416101.53984,0.0,1.4292144890947236
microGPi1_L_4_CommonFiltered,1,2.9891839288048176,334.30383125401926,227.67616000001726,346.91721376760114,154.25536,416028.22144,415873.96608,0.0,1.568675195175894
microGPi1_L_4_CommonFiltered,2,4.285697440093654,231.97916412556054,161.42335999998613,228.9169669896306,5.85728,413856.68608,413850.8288,0.0,2.655051951116068
microGPi1_L_4_CommonFiltered,3,8.062393279459098,124.02031566279415,70.28735999995843,143.68214820644752,10.73152,416346.9312,416336.19968,0.0,1.5520330799639257
microGPi1_L_4_CommonFiltered,4,2.3001110070642694,434.84895097178685,242.36031999999977,517.2568779206243,1.35168,416151.79776,416150.44607999997,0.0,1.3886110189155743
microGPi1_R_1_CommonFiltered,1,6.031188778439921,165.70086614097968,102.11327999999048,197.1162734221229,296.38656,416371.26144,416074.87487999996,0.0,1.6036000431020123
microGPi1_R_1_CommonFiltered,2,1.8511331800068387,540.1387752727272,308.7359999999935,646.662522971446,196.1984,416103.05536,415906.85696,0.0,1.4233321526928995
microGPi1_R_1_CommonFiltered,3,2.410554750618503,410.5175366699901,270.37695999996504,441.16953373460507,1362.5344,413111.62368,411749.08928,0.0,1.8605663902097767
microGPi1_R_1_CommonFiltered,4,1.3349287264381353,742.7025135855855,451.01055999999517,851.4660100762551,1564.54912,413764.44416,412199.89504000003,0.0,1.633406617078617
microGPi1_R_2_CommonFiltered,0,4.672250542533474,212.54156635475576,88.96512000000803,291.265787390228,2.49856,413395.84512,413393.34656000003,0.0,2.545268928020071
microGPi1_R_2_CommonFiltered,2,11.392512242713943,87.67441376053964,44.85119999999006,109.81410314535837,116.44928,416043.86816,415927.41888,0.0,2.0389007607693896
microGPi1_R_2_CommonFiltered,4,1.8919493461029688,525.5069633545107,325.14048000000184,603.5581003055064,330.46528,413904.44544,413573.98016,0.0,1.5776297803674586
microGPi1_R_3_CommonFiltered,0,5.867924114055401,170.45169512893983,109.1174400000018,178.34535474031227,40.71424,416454.20544,416413.4912,0.0,1.6276683072244025
microGPi1_R_3_CommonFiltered,1,9.6950399233043,103.12071134010404,67.33823999995366,109.55893183472452,24.00256,416322.31424,416298.31168,0.0,2.080565452214896
microGPi1_R_3_CommonFiltered,2,1.7791046516019033,562.5505072432431,359.1577600000128,613.1005836431852,87.04,416374.41536,416287.37536,0.0,1.9956686698201551
microGPi1_R_3_CommonFiltered,3,1.4741838813543438,675.9183785970637,398.37696000002325,813.7769719438787,410.09152,414748.0576,414337.96608,0.0,1.7047860650639501
microGPi1_R_3_CommonFiltered,4,4.6458400821183305,215.21462006204754,149.68832000000475,209.74889095050875,186.1632,416411.2384,416225.07519999996,0.0,2.0305024533236384
microGPi1_R_4_CommonFiltered,3,5.483771962562412,182.30007814279458,98.63167999999132,231.84026153344152,86.30272,416277.38112,416191.0784,0.0,1.2875239143731294
microGPi1_R_6_CommonFiltered,1,1.9951902368167096,500.959355373494,259.624960000001,646.9003526433399,296.22272,416092.48768,415796.26496,0.0,1.2505321633996642
microGPi1_R_6_CommonFiltered,3,3.4189541482875985,291.41586394940265,143.93344000002253,380.4863737784458,1732.28032,416417.05472,414684.7744,0.0,1.3488921207859461
microGPi1_R_6_CommonFiltered,4,2.864334479569596,347.9339640268457,164.2086399999971,494.17216245382923,733.51168,415470.7968,414737.28512,0.0,1.2466286453374398
microGPi1_R_8_CommonFiltered,0,0.9315689673704973,1075.2207445994832,455.1884800000116,1734.5293557184937,87.4496,416197.87776,416110.42816,0.0,1.3435267257644372
microGPi2_L_1_CommonFiltered,1,11.471743623959371,87.06171042913964,65.12640000000101,87.39996213645142,60.78464,415954.57536,415893.79072,0.0,5.937116557018497
microGPi2_L_1_CommonFiltered,3,3.23888282727526,308.9446893768546,198.63551999998163,364.50188523842604,25.64096,416483.08224,416457.44128,0.0,1.6067677733722423
microGPi2_L_1_CommonFiltered,4,4.797099991768695,208.48553854782176,161.13664000004064,184.78928668117032,139.264,416484.88448,416345.62048,0.0,2.783751831008463
microGPi2_L_2_CommonFiltered,0,5.037195086451813,198.43475349546975,127.1807999999728,212.63728870670909,34.03776,416151.71584,416117.67808000004,0.0,2.021647472900962
microGPi2_L_2_CommonFiltered,1,1.9159588555712805,521.2013530740277,310.1081600000001,617.2674517408863,22.81472,415420.29312,415397.47839999996,0.0,1.6616354543942449
microGPi2_L_2_CommonFiltered,2,1.8367274743258517,542.1250077486911,284.03711999997904,700.1983256472554,341.72928,414525.2352,414183.50591999997,0.0,1.255941714947473
microGPi2_L_3_CommonFiltered,0,8.864310895700712,112.81037628826876,64.51199999998789,136.5485412548981,11.14112,416394.24,416383.09888,0.0,1.6711826474163403
microGPi2_L_3_CommonFiltered,3,2.072020667115307,482.980077587007,32.39936000001035,1283.469769520894,139.59168,416468.41856,416328.82688,0.0,3.3299983656193226
